cel.dev/expr	v0.25.2
charm.land/bubbles/v2	v2.1.1
charm.land/bubbletea/v2	v2.0.8
charm.land/lipgloss/v2	v2.0.5
cloud.google.com/go	v0.123.0
cloud.google.com/go/auth	v0.22.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/iam	v1.12.0
cloud.google.com/go/monitoring	v1.30.0
cloud.google.com/go/storage	v1.63.1
github.com/alecthomas/chroma/v2	v2.27.0
github.com/atotto/clipboard	v0.1.4
github.com/aws/aws-sdk-go-v2	v1.42.1
github.com/aws/aws-sdk-go-v2/aws/protocol/eventstream	v1.7.14
github.com/aws/aws-sdk-go-v2/config	v1.32.30
github.com/aws/aws-sdk-go-v2/credentials	v1.19.29
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.30
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.30
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.30
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.31
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.13
github.com/aws/aws-sdk-go-v2/service/internal/checksum	v1.9.23
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.30
github.com/aws/aws-sdk-go-v2/service/internal/s3shared	v1.19.31
github.com/aws/aws-sdk-go-v2/service/s3	v1.105.1
github.com/aws/aws-sdk-go-v2/service/signin	v1.4.1
github.com/aws/aws-sdk-go-v2/service/sso	v1.32.1
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.37.1
github.com/aws/aws-sdk-go-v2/service/sts	v1.44.1
github.com/aws/smithy-go	v1.27.3
github.com/bgentry/go-netrc	v0.0.0-20140422174119-9fd32a8b3d3d
github.com/cespare/xxhash/v2	v2.3.0
github.com/chainguard-dev/git-urls	v1.0.2
github.com/charmbracelet/colorprofile	v0.4.3
github.com/charmbracelet/ultraviolet	v0.0.0-20260713092251-4bee1914c0cf
github.com/charmbracelet/x/ansi	v0.11.7
github.com/charmbracelet/x/term	v0.2.2
github.com/charmbracelet/x/termios	v0.1.1
github.com/charmbracelet/x/windows	v0.2.2
github.com/clipperhouse/displaywidth	v0.11.0
github.com/clipperhouse/uax29/v2	v2.7.0
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/dlclark/regexp2/v2	v2.5.0
github.com/dominikbraun/graph	v0.23.0
github.com/dustin/go-humanize	v1.0.1
github.com/elliotchance/orderedmap/v3	v3.1.1
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/fatih/color	v1.19.0
github.com/felixge/httpsnoop	v1.1.0
github.com/fsnotify/fsnotify	v1.10.1
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-task/slim-sprig/v3	v3.0.0
github.com/go-task/template	v0.2.0
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.18
github.com/googleapis/gax-go/v2	v2.23.0
github.com/googlecloudplatform/opentelemetry-operations-go/detectors/gcp	v1.34.0
github.com/googlecloudplatform/opentelemetry-operations-go/exporter/metric	v0.58.0
github.com/googlecloudplatform/opentelemetry-operations-go/internal/resourcemapping	v0.58.0
github.com/hashicorp/aws-sdk-go-base/v2	v2.0.0-beta.73
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-getter	v1.8.6
github.com/hashicorp/go-version	v1.9.0
github.com/joho/godotenv	v1.5.1
github.com/klauspost/compress	v1.19.0
github.com/klauspost/cpuid/v2	v2.4.0
github.com/klauspost/pgzip	v1.2.6
github.com/ladicle/tabwriter	v1.0.0
github.com/lucasb-eyer/go-colorful	v1.4.0
github.com/masterminds/semver/v3	v3.5.0
github.com/mattn/go-colorable	v0.1.15
github.com/mattn/go-isatty	v0.0.22
github.com/mattn/go-runewidth	v0.0.24
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/hashstructure/v2	v2.0.2
github.com/muesli/cancelreader	v0.2.2
github.com/pierrec/lz4/v4	v4.1.27
github.com/planetscale/vtprotobuf	v0.6.1-0.20260702190614-8ae5a48058df
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/puzpuzpuz/xsync/v4	v4.5.0
github.com/rivo/uniseg	v0.4.7
github.com/sajari/fuzzy	v1.0.0
