cel.dev/expr	v0.25.2
cloud.google.com/go/auth	v0.18.2
cloud.google.com/go/auth	v0.20.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/logging	v1.18.0
cloud.google.com/go/longrunning	v1.0.0
cloud.google.com/go/monitoring	v1.29.0
cloud.google.com/go/trace	v1.16.0
contrib.go.opencensus.io/exporter/stackdriver	v0.13.15-0.20230702191903-2de6d2748484
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.33.0
github.com/aws/aws-sdk-go-v2	v1.41.12
github.com/aws/aws-sdk-go-v2/config	v1.32.23
github.com/aws/aws-sdk-go-v2/credentials	v1.19.22
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.28
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.28
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.28
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.29
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.12
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.28
github.com/aws/aws-sdk-go-v2/service/signin	v1.1.4
github.com/aws/aws-sdk-go-v2/service/sso	v1.31.2
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.36.5
github.com/aws/aws-sdk-go-v2/service/sts	v1.43.2
github.com/aws/smithy-go	v1.27.2
github.com/beorn7/perks	v1.0.1
github.com/census-instrumentation/opencensus-proto	v0.4.1
github.com/cespare/xxhash/v2	v2.3.0
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/felixge/httpsnoop	v1.0.4
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/golang/glog	v1.2.5
github.com/golang/groupcache	v0.0.0-20241129210726-2c02b8208cf8
github.com/golang/protobuf	v1.5.4
github.com/google/go-cmp	v0.7.0
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.11
github.com/googleapis/enterprise-certificate-proxy	v0.3.14
github.com/googleapis/enterprise-certificate-proxy	v0.3.15
github.com/googleapis/gax-go/v2	v2.17.0
github.com/googleapis/gax-go/v2	v2.22.0
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/prometheus/client_golang	v1.23.2
github.com/prometheus/client_model	v0.6.2
github.com/prometheus/common	v0.68.1
github.com/prometheus/otlptranslator	v1.0.0
github.com/prometheus/procfs	v0.20.1
github.com/spiffe/go-spiffe/v2	v2.7.0
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/detectors/gcp	v1.44.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.61.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/prometheus	v0.66.0
go.opentelemetry.io/otel/exporters/stdout/stdouttrace	v1.44.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
golang.org/x/crypto	v0.51.0
golang.org/x/crypto	v0.52.0
golang.org/x/net	v0.55.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.45.0
golang.org/x/text	v0.37.0
golang.org/x/time	v0.15.0
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.276.0
google.golang.org/api	v0.279.0
google.golang.org/genproto	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/api	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/grpc/examples	v0.0.0-20260608084035-859dc45f6059
google.golang.org/grpc/gcp/observability	v1.0.1
google.golang.org/grpc/security/advancedtls	v1.0.0
google.golang.org/grpc/stats/opencensus	v1.0.0
google.golang.org/protobuf	v1.36.11
