cloud.google.com/go	v0.34.0
dmitri.shuralyov.com/gpu/mtl	v0.0.0-20190408044501-666a987793e9
gioui.org	v0.0.0-20210308172011-57750fc8a0a6
git.sr.ht/~sbinet/gg	v0.3.1
github.com/ajstarks/deck	v0.0.0-20200831202436-30c9fc6549a9
github.com/ajstarks/deck/generate	v0.0.0-20210309230005-c3f852c02e19
github.com/ajstarks/svgo	v0.0.0-20211024235047-1546f124cd8b
github.com/antihax/optional	v1.0.0
github.com/apache/arrow/go/arrow	v0.0.0-20211112161151-bc219186db40
github.com/awalterschulze/gographviz	v2.0.3%2Bincompatible
github.com/boombuler/barcode	v1.0.1
github.com/burntsushi/toml	v0.3.1
github.com/burntsushi/xgb	v0.0.0-20160522181843-27f122750802
github.com/census-instrumentation/opencensus-proto	v0.2.1
github.com/chewxy/hm	v1.0.0
github.com/chewxy/math32	v1.10.1
github.com/client9/misspell	v0.3.4
github.com/cloudflare/cfssl	v0.0.0-20190808011637-b1ec8c586c2a
github.com/cncf/udpa/go	v0.0.0-20201120205902-5459f2c99403
github.com/cncf/xds/go	v0.0.0-20210312221358-fbca930ec8ed
github.com/cznic/cc	v0.0.0-20181122101902-d673e9b70d4d
github.com/cznic/golex	v0.0.0-20181122101858-9c343928389c
github.com/cznic/mathutil	v0.0.0-20181122101859-297441e03548
github.com/cznic/strutil	v0.0.0-20181122101858-275e90344537
github.com/cznic/xc	v0.0.0-20181122101856-45b06973881e
github.com/davecgh/go-spew	v1.1.1
github.com/dustin/go-humanize	v1.0.0
github.com/envoyproxy/go-control-plane	v0.9.9-0.20210512163311-63b5d3c536b0
github.com/envoyproxy/protoc-gen-validate	v0.1.0
github.com/fatih/color	v1.10.0
github.com/fogleman/gg	v1.3.0
github.com/ghodss/yaml	v1.0.0
github.com/go-fonts/dejavu	v0.1.0
github.com/go-fonts/latin-modern	v0.2.0
github.com/go-fonts/liberation	v0.2.0
github.com/go-fonts/stix	v0.1.0
github.com/go-gl/glfw	v0.0.0-20190409004039-e6da0acd62b1
github.com/go-gota/gota	v0.12.0
github.com/go-latex/latex	v0.0.0-20210823091927-c0d11ff05a81
github.com/go-pdf/fpdf	v0.6.0
github.com/gogo/protobuf	v1.3.2
github.com/golang/freetype	v0.0.0-20170609003504-e2365dfdc4a0
github.com/golang/glog	v0.0.0-20160126235308-23def4e6c14b
github.com/golang/mock	v1.1.1
github.com/golang/protobuf	v1.5.2
github.com/golang/snappy	v0.0.3
github.com/gonum/blas	v0.0.0-20181208220705-f22b278b28ac
github.com/google/flatbuffers	v2.0.6%2Bincompatible
github.com/google/go-cmp	v0.5.7
github.com/google/uuid	v1.3.0
github.com/gorgonia/bindgen	v0.0.0-20210223094355-432cd89e7765
github.com/grpc-ecosystem/grpc-gateway	v1.16.0
github.com/jung-kurt/gofpdf	v1.0.3-0.20190309125859-24315acbbda5
github.com/kisielk/errcheck	v1.5.0
github.com/kisielk/gotool	v1.0.0
github.com/klauspost/compress	v1.13.1
github.com/kr/pretty	v0.1.0
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.1.0
github.com/leesper/go_rng	v0.0.0-20190531154944-a612b043e353
github.com/mattn/go-colorable	v0.1.8
github.com/mattn/go-isatty	v0.0.12
github.com/mattn/go-runewidth	v0.0.13
github.com/phpdave11/gofpdf	v1.4.2
github.com/phpdave11/gofpdi	v1.0.13
github.com/pierrec/lz4/v4	v4.1.8
github.com/pkg/errors	v0.9.1
github.com/pmezard/go-difflib	v1.0.0
github.com/prometheus/client_model	v0.0.0-20190812154241-14fe0d1b01d4
github.com/remyoudompheng/bigfft	v0.0.0-20200410134404-eec4a21b6bb0
github.com/rivo/uniseg	v0.2.0
github.com/rogpeppe/fastuuid	v1.2.0
github.com/ruudk/golang-pdf417	v0.0.0-20201230142125-a7e3863a1245
github.com/stretchr/objx	v0.1.0
github.com/stretchr/testify	v1.7.0
github.com/xtgo/set	v1.0.0
