cel.dev/expr	v0.19.1
cloud.google.com/go/compute/metadata	v0.6.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.25.0
github.com/VictoriaMetrics/fastcache	v1.13.2
github.com/allegro/bigcache	v1.2.1-0.20190218064605-e24eb225f156
github.com/allegro/bigcache/v3	v3.1.0
github.com/antihax/optional	v1.0.0
github.com/beorn7/perks	v1.0.1
github.com/bradfitz/gomemcache	v0.0.0-20230905024940-24af94b03874
github.com/bsm/ginkgo/v2	v2.12.0
github.com/bsm/gomega	v1.27.10
github.com/cespare/xxhash/v2	v2.3.0
github.com/cncf/xds/go	v0.0.0-20241223141626-cff3c89139a3
github.com/coocood/freecache	v1.2.4
github.com/coreos/go-semver	v0.3.1
github.com/coreos/go-systemd/v22	v22.5.0
github.com/davecgh/go-spew	v1.1.1
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/dustin/go-humanize	v1.0.1
github.com/envoyproxy/go-control-plane	v0.13.4
github.com/envoyproxy/go-control-plane/envoy	v1.32.4
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.2.1
github.com/francoispqt/gojay	v1.2.13
github.com/go-logr/logr	v1.4.2
github.com/go-logr/stdr	v1.2.2
github.com/godbus/dbus/v5	v5.0.4
github.com/gogo/protobuf	v1.3.2
github.com/golang/glog	v1.2.4
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v1.0.0
github.com/google/go-cmp	v0.7.0
github.com/google/uuid	v1.6.0
github.com/grpc-ecosystem/go-grpc-middleware/providers/prometheus	v1.0.1
github.com/grpc-ecosystem/go-grpc-middleware/v2	v2.1.0
github.com/grpc-ecosystem/grpc-gateway/v2	v2.26.3
github.com/inconshreveable/mousetrap	v1.1.0
github.com/kisielk/errcheck	v1.5.0
github.com/kisielk/gotool	v1.0.0
github.com/klauspost/compress	v1.17.9
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/no-src/log	v0.3.2
github.com/no-src/nsgo	v0.1.0
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.0
github.com/prometheus/client_golang	v1.20.5
github.com/prometheus/client_model	v0.6.1
github.com/prometheus/common	v0.62.0
github.com/prometheus/procfs	v0.15.1
github.com/quic-go/qpack	v0.5.1
github.com/quic-go/quic-go	v0.53.0
github.com/redis/go-redis/v9	v9.16.0
github.com/rogpeppe/fastuuid	v1.2.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/spf13/cobra	v1.8.1
github.com/spf13/pflag	v1.0.6
github.com/stretchr/testify	v1.10.0
github.com/tidwall/assert	v0.1.0
github.com/tidwall/btree	v1.4.2
github.com/tidwall/buntdb	v1.3.2
github.com/tidwall/gjson	v1.14.3
github.com/tidwall/grect	v0.1.4
github.com/tidwall/lotsa	v1.0.2
github.com/tidwall/match	v1.1.1
github.com/tidwall/pretty	v1.2.0
github.com/tidwall/rtred	v0.1.2
github.com/tidwall/tinyqueue	v0.1.1
github.com/yuin/goldmark	v1.4.13
go.etcd.io/bbolt	v1.4.3
go.etcd.io/etcd/api/v3	v3.6.8
go.etcd.io/etcd/client/pkg/v3	v3.6.8
go.etcd.io/etcd/client/v3	v3.6.8
go.etcd.io/gofail	v0.2.0
go.opentelemetry.io/auto/sdk	v1.1.0
go.opentelemetry.io/contrib/detectors/gcp	v1.34.0
go.opentelemetry.io/otel	v1.34.0
go.opentelemetry.io/otel/metric	v1.34.0
go.opentelemetry.io/otel/sdk	v1.34.0
go.opentelemetry.io/otel/sdk/metric	v1.34.0
go.opentelemetry.io/otel/trace	v1.34.0
go.uber.org/goleak	v1.3.0
go.uber.org/mock	v0.5.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.27.0
golang.org/x/crypto	v0.45.0
golang.org/x/mod	v0.29.0
golang.org/x/net	v0.47.0
golang.org/x/oauth2	v0.27.0
golang.org/x/sync	v0.18.0
golang.org/x/sys	v0.38.0
golang.org/x/telemetry	v0.0.0-20251008203120-078029d740a8
golang.org/x/term	v0.37.0
golang.org/x/text	v0.31.0
golang.org/x/tools	v0.38.0
golang.org/x/xerrors	v0.0.0-20200804184101-5ec99f83aff1
google.golang.org/genproto/googleapis/api	v0.0.0-20250303144028-a0af3efb3deb
google.golang.org/genproto/googleapis/rpc	v0.0.0-20250303144028-a0af3efb3deb
google.golang.org/grpc	v1.71.1
google.golang.org/protobuf	v1.36.5
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3	v3.0.1
sigs.k8s.io/yaml	v1.4.0
