cel.dev/expr	v0.25.1
cloud.google.com/go	v0.34.0
cloud.google.com/go/compute/metadata	v0.9.0
github.com/Azure/azure-sdk-for-go/sdk/azcore	v1.18.0
github.com/Azure/azure-sdk-for-go/sdk/azidentity	v1.8.2
github.com/Azure/azure-sdk-for-go/sdk/internal	v1.11.1
github.com/Azure/azure-sdk-for-go/sdk/security/keyvault/azsecrets	v1.3.1
github.com/Azure/azure-sdk-for-go/sdk/security/keyvault/internal	v1.1.1
github.com/AzureAD/microsoft-authentication-library-for-go	v1.4.2
github.com/BurntSushi/toml	v1.4.0
github.com/DataDog/datadog-go	v3.2.0+incompatible
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.30.0
github.com/Masterminds/goutils	v1.1.1
github.com/Masterminds/semver/v3	v3.1.1
github.com/Masterminds/sprig/v3	v3.2.1
github.com/alecthomas/template	v0.0.0-20190718012654-fb15b899a751
github.com/alecthomas/units	v0.0.0-20190924025748-f65c72e2690d
github.com/armon/circbuf	v0.0.0-20150827004946-bbbad097214e
github.com/armon/go-metrics	v0.4.1
github.com/armon/go-radix	v1.0.0
github.com/aws/aws-sdk-go-v2	v1.36.3
github.com/aws/aws-sdk-go-v2/config	v1.29.14
github.com/aws/aws-sdk-go-v2/credentials	v1.17.67
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.16.30
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.3.34
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.6.34
github.com/aws/aws-sdk-go-v2/internal/ini	v1.8.3
github.com/aws/aws-sdk-go-v2/service/appconfig	v1.37.3
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.12.3
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.12.15
github.com/aws/aws-sdk-go-v2/service/ssm	v1.58.2
github.com/aws/aws-sdk-go-v2/service/sso	v1.25.3
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.30.1
github.com/aws/aws-sdk-go-v2/service/sts	v1.33.19
github.com/aws/smithy-go	v1.22.3
github.com/beorn7/perks	v1.0.1
github.com/bgentry/speakeasy	v0.1.0
github.com/cespare/xxhash/v2	v2.3.0
github.com/circonus-labs/circonus-gometrics	v2.3.1+incompatible
github.com/circonus-labs/circonusllhist	v0.1.3
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/coreos/go-semver	v0.3.1
github.com/coreos/go-systemd/v22	v22.5.0
github.com/cpuguy83/go-md2man/v2	v2.0.6
github.com/creack/pty	v1.1.9
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/dustin/go-humanize	v1.0.0
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/fatih/color	v1.18.0
github.com/fatih/structs	v1.1.0
github.com/fsnotify/fsnotify	v1.9.0
github.com/go-jose/go-jose/v4	v4.1.3
github.com/go-kit/kit	v0.9.0
github.com/go-kit/log	v0.1.0
github.com/go-logfmt/logfmt	v0.5.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-stack/stack	v1.8.0
github.com/go-viper/mapstructure/v2	v2.4.0
github.com/godbus/dbus/v5	v5.0.4
github.com/gogo/protobuf	v1.3.2
github.com/golang-jwt/jwt/v5	v5.2.2
github.com/golang/glog	v1.2.5
github.com/golang/protobuf	v1.5.4
github.com/google/btree	v1.1.2
github.com/google/go-cmp	v0.7.0
github.com/google/gofuzz	v1.0.0
github.com/google/uuid	v1.6.0
github.com/grpc-ecosystem/go-grpc-prometheus	v1.2.0
github.com/grpc-ecosystem/grpc-gateway	v1.16.0
github.com/hashicorp/consul/api	v1.32.0
github.com/hashicorp/consul/sdk	v0.16.1
github.com/hashicorp/errwrap	v1.1.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-hclog	v1.6.3
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-metrics	v0.5.4
github.com/hashicorp/go-msgpack	v0.5.5
github.com/hashicorp/go-msgpack/v2	v2.1.2
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-retryablehttp	v0.5.3
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/go-sockaddr	v1.0.5
github.com/hashicorp/go-syslog	v1.0.0
github.com/hashicorp/go-uuid	v1.0.3
github.com/hashicorp/go-version	v1.2.1
github.com/hashicorp/golang-lru	v1.0.2
github.com/hashicorp/hcl	v1.0.0
github.com/hashicorp/logutils	v1.0.0
github.com/hashicorp/mdns	v1.0.5
github.com/hashicorp/memberlist	v0.5.2
github.com/hashicorp/serf	v0.10.2
github.com/hjson/hjson-go/v4	v4.6.0
github.com/huandu/xstrings	v1.3.2
github.com/huml-lang/go-huml	v0.2.0
github.com/imdario/mergo	v0.3.11
github.com/joho/godotenv	v1.5.1
github.com/jpillora/backoff	v1.0.0
github.com/json-iterator/go	v1.1.11
github.com/julienschmidt/httprouter	v1.3.0
github.com/kisielk/errcheck	v1.5.0
github.com/kisielk/gotool	v1.0.0
github.com/knadh/koanf/koanf_tests	
github.com/knadh/koanf/maps	
github.com/knadh/koanf/parsers/dotenv	
github.com/knadh/koanf/parsers/hcl	
github.com/knadh/koanf/parsers/hjson	
github.com/knadh/koanf/parsers/huml	
github.com/knadh/koanf/parsers/json	
github.com/knadh/koanf/parsers/kdl	
github.com/knadh/koanf/parsers/nestedtext	
github.com/knadh/koanf/parsers/toml	v0.0.0-00010101000000-000000000000
github.com/knadh/koanf/parsers/toml/v2	
github.com/knadh/koanf/parsers/yaml	
github.com/knadh/koanf/providers/appconfig/v2	
github.com/knadh/koanf/providers/azkeyvault	
github.com/knadh/koanf/providers/basicflag	
github.com/knadh/koanf/providers/cliflagv2	
github.com/knadh/koanf/providers/cliflagv3	
github.com/knadh/koanf/providers/confmap	
github.com/knadh/koanf/providers/consul/v2	
github.com/knadh/koanf/providers/env/v2	
github.com/knadh/koanf/providers/etcd/v2	
github.com/knadh/koanf/providers/file	
github.com/knadh/koanf/providers/fs	
github.com/knadh/koanf/providers/parameterstore/v2	
github.com/knadh/koanf/providers/posflag	
github.com/knadh/koanf/providers/rawbytes	
github.com/knadh/koanf/providers/s3	
github.com/knadh/koanf/providers/structs	
github.com/konsorten/go-windows-terminal-sequences	v1.0.3
github.com/kr/logfmt	v0.0.0-20140226030751-b84e30acd515
github.com/kr/pretty	v0.3.1
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/kylelemons/godebug	v1.1.0
github.com/mattn/go-colorable	v0.1.14
github.com/mattn/go-isatty	v0.0.20
github.com/matttproud/golang_protobuf_extensions	v1.0.1
github.com/miekg/dns	v1.1.56
github.com/mitchellh/cli	v1.1.5
github.com/mitchellh/copystructure	v1.2.0
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.0
github.com/mitchellh/reflectwalk	v1.0.2
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.1
github.com/mwitkow/go-conntrack	v0.0.0-20190716064945-2f068394615f
github.com/npillmayer/nestext	v0.1.3
github.com/pascaldekloe/goe	v0.1.0
github.com/pelletier/go-toml/v2	v2.3.1
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/diff	v0.0.0-20210226163009-20ebb0f2a09e
github.com/pkg/errors	v0.9.1
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
