cel.dev/expr v0.25.2
cloud.google.com/go v0.123.0
cloud.google.com/go/auth v0.20.0
cloud.google.com/go/auth/oauth2adapt v0.2.8
cloud.google.com/go/compute/metadata v0.9.0
cloud.google.com/go/iam v1.11.0
cloud.google.com/go/monitoring v1.29.0
cloud.google.com/go/pubsub/v2 v2.6.0
cloud.google.com/go/storage v1.62.3
github.com/Azure/azure-sdk-for-go/sdk/azcore v1.22.0
github.com/Azure/azure-sdk-for-go/sdk/azidentity v1.13.1
github.com/Azure/azure-sdk-for-go/sdk/internal v1.12.0
github.com/Azure/azure-sdk-for-go/sdk/storage/azblob v1.7.0
github.com/AzureAD/microsoft-authentication-library-for-go v1.7.2
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp v1.33.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric v0.57.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping v0.57.0
github.com/aws/aws-sdk-go-v2 v1.42.0
github.com/aws/aws-sdk-go-v2/aws/protocol/eventstream v1.7.13
github.com/aws/aws-sdk-go-v2/config v1.32.25
github.com/aws/aws-sdk-go-v2/credentials v1.19.24
github.com/aws/aws-sdk-go-v2/feature/ec2/imds v1.18.29
github.com/aws/aws-sdk-go-v2/feature/s3/manager v1.22.27
github.com/aws/aws-sdk-go-v2/internal/configsources v1.4.29
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2 v2.7.29
github.com/aws/aws-sdk-go-v2/internal/v4a v1.4.30
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding v1.13.12
github.com/aws/aws-sdk-go-v2/service/internal/checksum v1.9.22
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url v1.13.29
github.com/aws/aws-sdk-go-v2/service/internal/s3shared v1.19.29
github.com/aws/aws-sdk-go-v2/service/s3 v1.103.3
github.com/aws/aws-sdk-go-v2/service/signin v1.2.0
github.com/aws/aws-sdk-go-v2/service/sso v1.31.3
github.com/aws/aws-sdk-go-v2/service/ssooidc v1.36.6
github.com/aws/aws-sdk-go-v2/service/sts v1.43.3
github.com/aws/smithy-go v1.27.2
github.com/cespare/xxhash/v2 v2.3.0
github.com/cncf/xds/go v0.0.0-20260202195803-dba9d589def2
github.com/davecgh/go-spew v1.1.2-0.20180830191138-d8f796af33cc
github.com/dsoprea/go-logging v0.0.0-20200710184922-b02d349568dd
github.com/dsoprea/go-utility/v2 v2.0.0-20221003172846-a3e1774ef349
github.com/envoyproxy/go-control-plane/envoy v1.37.0
github.com/envoyproxy/protoc-gen-validate v1.3.3
github.com/fatih/color v1.19.0
github.com/felixge/httpsnoop v1.1.0
github.com/fsouza/fake-gcs-server v1.54.0
github.com/go-errors/errors v1.5.1
github.com/go-jose/go-jose/v4 v4.1.4
github.com/go-logr/logr v1.4.3
github.com/go-logr/stdr v1.2.2
github.com/golang-jwt/jwt/v5 v5.3.1
github.com/google/renameio/v2 v2.0.2
github.com/google/s2a-go v0.1.9
github.com/google/uuid v1.6.0
github.com/googleapis/enterprise-certificate-proxy v0.3.16
github.com/googleapis/gax-go/v2 v2.22.0
github.com/gorilla/handlers v1.5.2
github.com/gorilla/mux v1.8.1
github.com/hashicorp/errwrap v1.1.0
github.com/hashicorp/go-multierror v1.1.1
github.com/jlaffaye/ftp v0.2.1-0.20240214224549-4edb16bfcd0f
github.com/kr/fs v0.1.0
github.com/kylelemons/godebug v1.1.0
github.com/mattn/go-colorable v0.1.15
github.com/mattn/go-isatty v0.0.22
github.com/mitchellh/go-homedir v1.1.0
github.com/pkg/browser v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/sftp v1.13.10
github.com/pkg/xattr v0.4.12
github.com/pmezard/go-difflib v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/spiffe/go-spiffe/v2 v2.7.0
github.com/stretchr/objx v0.5.3
github.com/stretchr/testify v1.11.1
go.opencensus.io v0.24.0
go.opentelemetry.io/auto/sdk v1.2.1
go.opentelemetry.io/contrib/detectors/gcp v1.44.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp v0.69.0
go.opentelemetry.io/otel v1.44.0
go.opentelemetry.io/otel/metric v1.44.0
go.opentelemetry.io/otel/sdk v1.44.0
go.opentelemetry.io/otel/sdk/metric v1.44.0
go.opentelemetry.io/otel/trace v1.44.0
golang.org/x/crypto v0.53.0
golang.org/x/net v0.56.0
golang.org/x/oauth2 v0.36.0
golang.org/x/sync v0.21.0
golang.org/x/sys v0.46.0
golang.org/x/text v0.38.0
golang.org/x/time v0.15.0
google.golang.org/api v0.284.0
google.golang.org/genproto v0.0.0-20260610212136-7ab31c22f7ad
google.golang.org/genproto/googleapis/api v0.0.0-20260610212136-7ab31c22f7ad
google.golang.org/genproto/googleapis/rpc v0.0.0-20260610212136-7ab31c22f7ad
google.golang.org/grpc v1.81.1
google.golang.org/protobuf v1.36.11
gopkg.in/yaml.v3 v3.0.1
