cel.dev/expr	v0.19.1
cloud.google.com/go/compute/metadata	v0.5.0
dario.cat/mergo	v1.0.1
filippo.io/edwards25519	v1.1.0
github.com/AdaLogics/go-fuzz-headers	v0.0.0-20230811130428-ced1acdcaa24
github.com/AdamKorcz/go-118-fuzz-build	v0.0.0-20230306123547-8075edf89bb0
github.com/Azure/go-ansiterm	v0.0.0-20250102033503-faa5f7b0171c
github.com/BurntSushi/toml	v1.5.0
github.com/DATA-DOG/go-sqlmock	v1.5.2
github.com/MakeNowJust/heredoc	v1.0.0
github.com/Masterminds/goutils	v1.1.1
github.com/Masterminds/semver/v3	v3.3.0
github.com/Masterminds/sprig/v3	v3.3.0
github.com/Masterminds/squirrel	v1.5.4
github.com/Masterminds/vcs	v1.13.3
github.com/Microsoft/go-winio	v0.6.2
github.com/Microsoft/hcsshim	v0.11.7
github.com/NYTimes/gziphandler	v1.1.1
github.com/antlr4-go/antlr/v4	v4.13.0
github.com/armon/go-radix	v1.0.0
github.com/armon/go-socks5	v0.0.0-20160902184237-e75332964ef5
github.com/asaskevich/govalidator	v0.0.0-20230301143203-a9d515a09cc2
github.com/beorn7/perks	v1.0.1
github.com/bgentry/speakeasy	v0.1.0
github.com/blang/semver/v4	v4.0.0
github.com/bshuster-repo/logrus-logstash-hook	v1.0.0
github.com/cenkalti/backoff/v4	v4.3.0
github.com/census-instrumentation/opencensus-proto	v0.4.1
github.com/cespare/xxhash/v2	v2.3.0
github.com/chai2010/gettext-go	v1.0.2
github.com/chzyer/test	v1.0.0
github.com/cilium/ebpf	v0.9.1
github.com/cncf/xds/go	v0.0.0-20240905190251-b4127c9b8d78
github.com/containerd/aufs	v1.0.0
github.com/containerd/btrfs/v2	v2.0.0
github.com/containerd/cgroups	v1.1.0
github.com/containerd/cgroups/v3	v3.0.2
github.com/containerd/console	v1.0.3
github.com/containerd/containerd	v1.7.27
github.com/containerd/containerd/api	v1.8.0
github.com/containerd/continuity	v0.4.4
github.com/containerd/errdefs	v0.3.0
github.com/containerd/fifo	v1.1.0
github.com/containerd/go-cni	v1.1.9
github.com/containerd/go-runc	v1.0.0
github.com/containerd/imgcrypt	v1.1.8
github.com/containerd/log	v0.1.0
github.com/containerd/nri	v0.8.0
github.com/containerd/platforms	v0.2.1
github.com/containerd/ttrpc	v1.2.7
github.com/containerd/typeurl	v1.0.2
github.com/containerd/typeurl/v2	v2.1.1
github.com/containerd/zfs	v1.1.0
github.com/containernetworking/cni	v1.1.2
github.com/containernetworking/plugins	v1.2.0
github.com/containers/ocicrypt	v1.1.10
github.com/coreos/go-oidc	v2.3.0+incompatible
github.com/coreos/go-semver	v0.3.1
github.com/coreos/go-systemd/v22	v22.5.0
github.com/cpuguy83/go-md2man/v2	v2.0.6
github.com/creack/pty	v1.1.18
github.com/creasty/defaults	v1.5.2
