goa.design/goa/v3
cel.dev/expr v0.25.1
cloud.google.com/go/compute/metadata v0.9.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp v1.31.0
github.com/cespare/xxhash/v2 v2.3.0
github.com/cncf/xds/go v0.0.0-20260202195803-dba9d589def2
github.com/davecgh/go-spew v1.1.1
github.com/dimfeld/httppath v0.0.0-20170720192232-ee938bf73598
github.com/envoyproxy/go-control-plane v0.14.0
github.com/envoyproxy/go-control-plane/envoy v1.37.0
github.com/envoyproxy/go-control-plane/ratelimit v0.1.0
github.com/envoyproxy/protoc-gen-validate v1.3.3
github.com/getkin/kin-openapi v0.133.0
github.com/go-chi/chi/v5 v5.3.0
github.com/go-jose/go-jose/v4 v4.1.4
github.com/go-logr/logr v1.4.3
github.com/go-logr/stdr v1.2.2
github.com/go-openapi/jsonpointer v0.21.0
github.com/go-openapi/swag v0.23.0
github.com/go-test/deep v1.0.8
github.com/gohugoio/hashstructure v0.6.0
github.com/golang/glog v1.2.5
github.com/golang/protobuf v1.5.4
github.com/google/go-cmp v0.7.0
github.com/google/uuid v1.6.0
github.com/gorilla/mux v1.8.0
github.com/gorilla/websocket v1.5.3
github.com/josharian/intern v1.0.0
github.com/kr/pretty v0.3.1
github.com/kr/text v0.2.0
github.com/mailru/easyjson v0.7.7
github.com/manveru/faker v0.0.0-20171103152722-9fbc68a78c4d
github.com/manveru/gobdd v0.0.0-20131210092515-f1a17fdd710b
github.com/mohae/deepcopy v0.0.0-20170929034955-c48cc78d4826
github.com/oasdiff/yaml v0.0.0-20250309154309-f31be36b4037
github.com/oasdiff/yaml3 v0.0.0-20250309153720-d2182401db90
github.com/perimeterx/marshmallow v1.1.5
github.com/pkg/errors v0.9.1
github.com/planetscale/vtprotobuf v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib v1.0.0
github.com/rogpeppe/go-internal v1.12.0
github.com/spiffe/go-spiffe/v2 v2.6.0
github.com/stretchr/objx v0.5.2
github.com/stretchr/testify v1.11.1
github.com/ugorji/go/codec v1.2.7
github.com/woodsbury/decimal128 v1.3.0
github.com/yuin/goldmark v1.4.13
go.opentelemetry.io/auto/sdk v1.2.1
go.opentelemetry.io/contrib/detectors/gcp v1.42.0
go.opentelemetry.io/otel v1.43.0
go.opentelemetry.io/otel/metric v1.43.0
go.opentelemetry.io/otel/sdk v1.43.0
go.opentelemetry.io/otel/sdk/metric v1.43.0
go.opentelemetry.io/otel/trace v1.43.0
golang.org/x/crypto v0.51.0
golang.org/x/mod v0.36.0
golang.org/x/net v0.55.0
golang.org/x/oauth2 v0.36.0
golang.org/x/sync v0.20.0
golang.org/x/sys v0.45.0
golang.org/x/telemetry v0.0.0-20260508192327-42602be52be6
golang.org/x/term v0.43.0
golang.org/x/text v0.37.0
golang.org/x/tools v0.45.0
gonum.org/v1/gonum v0.17.0
google.golang.org/genproto/googleapis/api v0.0.0-20260226221140-a57be14db171
google.golang.org/genproto/googleapis/rpc v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/grpc v1.81.1
google.golang.org/protobuf v1.36.11
gopkg.in/check.v1 v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3 v3.0.1
