cel.dev/expr	v0.25.1
cloud.google.com/go	v0.34.0
cloud.google.com/go/compute/metadata	v0.9.0
dario.cat/mergo	v1.0.2
github.com/AdaLogics/go-fuzz-headers	v0.0.0-20240806141605-e8a1dd7889d6
github.com/Azure/go-ansiterm	v0.0.0-20230124172434-306776ec8161
github.com/BurntSushi/toml	v0.3.1
github.com/DataDog/datadog-go	v3.2.0+incompatible
github.com/DataDog/zstd	v1.5.2
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.30.0
github.com/Masterminds/semver/v3	v3.4.0
github.com/Microsoft/go-winio	v0.6.2
github.com/NYTimes/gziphandler	v1.1.1
github.com/ProtonMail/go-crypto	v1.1.3
github.com/Sereal/Sereal/Go/sereal	v0.0.0-20231009093132-b9187f1a92c6
github.com/alecthomas/kingpin/v2	v2.4.0
github.com/alecthomas/template	v0.0.0-20190718012654-fb15b899a751
github.com/alecthomas/units	v0.0.0-20240927000941-0f3dac36c52b
github.com/anmitsu/go-shlex	v0.0.0-20200514113438-38f4b401e2be
github.com/antihax/optional	v1.0.0
github.com/armon/circbuf	v0.0.0-20150827004946-bbbad097214e
github.com/armon/go-metrics	v0.4.1
github.com/armon/go-radix	v1.0.0
github.com/armon/go-socks5	v0.0.0-20160902184237-e75332964ef5
github.com/aws/aws-sdk-go-v2	v1.9.2
github.com/aws/aws-sdk-go-v2/config	v1.8.3
github.com/aws/aws-sdk-go-v2/credentials	v1.4.3
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.6.0
github.com/aws/aws-sdk-go-v2/internal/ini	v1.2.4
github.com/aws/aws-sdk-go-v2/service/appconfig	v1.4.2
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.3.2
github.com/aws/aws-sdk-go-v2/service/sso	v1.4.2
github.com/aws/aws-sdk-go-v2/service/sts	v1.7.2
github.com/aws/smithy-go	v1.8.0
github.com/bahlo/generic-list-go	v0.2.0
github.com/barkimedes/go-deepcopy	v0.0.0-20220514131651-17c30cfc62df
github.com/bclicn/color	v0.0.0-20180711051946-108f2023dc84
github.com/beorn7/perks	v1.0.1
github.com/bgentry/speakeasy	v0.1.0
github.com/boltdb/bolt	v1.3.1
github.com/bsm/ginkgo/v2	v2.12.0
github.com/bsm/gomega	v1.27.10
github.com/bufbuild/protocompile	v0.14.1
github.com/buger/jsonparser	v1.1.1
github.com/bwesterb/go-ristretto	v1.2.3
github.com/cenkalti/backoff/v4	v4.3.0
github.com/cenkalti/backoff/v5	v5.0.3
github.com/census-instrumentation/opencensus-proto	v0.2.1
github.com/cespare/xxhash/v2	v2.3.0
github.com/circonus-labs/circonus-gometrics	v2.3.1+incompatible
github.com/circonus-labs/circonusllhist	v0.1.3
github.com/client9/misspell	v0.3.4
github.com/cloudflare/circl	v1.6.1
github.com/cncf/udpa/go	v0.0.0-20201120205902-5459f2c99403
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/codingsince1985/checksum	v1.3.0
github.com/containerd/errdefs	v1.0.0
github.com/containerd/errdefs/pkg	v0.3.0
github.com/containerd/log	v0.1.0
github.com/containerd/platforms	v0.2.1
github.com/containerd/typeurl/v2	v2.2.0
github.com/coreos/go-semver	v0.3.0
github.com/coreos/go-systemd/v22	v22.5.0
github.com/cpuguy83/dockercfg	v0.3.2
github.com/cpuguy83/go-md2man/v2	v2.0.6
github.com/creack/pty	v1.1.20
github.com/cybercyst/go-scaffold	v0.0.0-20240606114431-816e6211c151
github.com/cyphar/filepath-securejoin	v0.3.2
github.com/davecgh/go-spew	v1.1.1
github.com/davecgh/go-xdr	v0.0.0-20161123171359-e6a2ba005892
github.com/dchest/siphash	v1.2.3
github.com/dgryski/go-ddmin	v0.0.0-20210904190556-96a6d69f1034
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/distribution/reference	v0.6.0
github.com/docker/docker	v28.5.1+incompatible
github.com/docker/go-connections	v0.6.0
github.com/docker/go-units	v0.5.0
github.com/dustin/go-humanize	v1.0.0
github.com/ebitengine/purego	v0.8.4
github.com/elazarl/goproxy	v1.2.1
github.com/emirpasic/gods	v1.18.1
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/expr-lang/expr	v1.17.8
github.com/extemporalgenome/slug	v0.0.0-20150414033109-0320c85e32e0
github.com/fatih/color	v1.18.0
github.com/fatih/structs	v1.1.0
github.com/felixge/httpsnoop	v1.0.4
github.com/flosch/pongo2/v6	v6.0.0
github.com/frankban/quicktest	v1.14.6
github.com/fsnotify/fsnotify	v1.7.0
github.com/gatewayd-io/gatewayd-plugin-sdk	v0.4.4
github.com/getsentry/sentry-go	v0.42.0
github.com/ghodss/yaml	v1.0.0
github.com/gliderlabs/ssh	v0.3.8
github.com/go-co-op/gocron	v1.37.0
github.com/go-errors/errors	v1.4.2
github.com/go-git/gcfg	v1.5.1-0.20230307220236-3a3c6141e376
github.com/go-git/go-billy/v5	v5.6.0
github.com/go-git/go-git-fixtures/v4	v4.3.2-0.20231010084843-55a94097c399
github.com/go-git/go-git/v5	v5.13.0
github.com/go-jose/go-jose/v4	v4.1.3
github.com/go-kit/kit	v0.9.0
github.com/go-kit/log	v0.1.0
github.com/go-ldap/ldap	v3.0.2+incompatible
github.com/go-logfmt/logfmt	v0.5.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-ole/go-ole	v1.3.0
github.com/go-stack/stack	v1.8.0
github.com/go-test/deep	v1.0.2-0.20181118220953-042da051cf31
github.com/godbus/dbus/v5	v5.0.4
github.com/gogo/protobuf	v1.3.2
github.com/golang-jwt/jwt/v5	v5.3.0
github.com/golang/glog	v1.2.5
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/mock	v1.1.1
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v0.0.4
github.com/google/btree	v0.0.0-20180813153112-4030bb1f1f0c
github.com/google/go-cmp	v0.7.0
github.com/google/go-github/v68	v68.0.0
github.com/google/go-querystring	v1.1.0
github.com/google/gofuzz	v1.0.0
github.com/google/uuid	v1.6.0
github.com/grpc-ecosystem/go-grpc-prometheus	v1.2.0
github.com/grpc-ecosystem/grpc-gateway	v1.16.0
github.com/grpc-ecosystem/grpc-gateway/v2	v2.28.0
github.com/hashicorp/consul/api	v1.13.0
github.com/hashicorp/consul/sdk	v0.8.0
github.com/hashicorp/errwrap	v1.0.0
github.com/hashicorp/go-cleanhttp	v0.5.1
github.com/hashicorp/go-hclog	v1.6.3
github.com/hashicorp/go-immutable-radix	v1.0.0
github.com/hashicorp/go-metrics	v0.5.4
github.com/hashicorp/go-msgpack	v0.5.5
github.com/hashicorp/go-msgpack/v2	v2.1.2
github.com/hashicorp/go-multierror	v1.1.0
github.com/hashicorp/go-plugin	v1.7.0
github.com/hashicorp/go-retryablehttp	v0.5.4
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/go-sockaddr	v1.0.2
github.com/hashicorp/go-syslog	v1.0.0
github.com/hashicorp/go-uuid	v1.0.1
github.com/hashicorp/go-version	v1.1.0
github.com/hashicorp/golang-lru	v0.5.1
github.com/hashicorp/hcl	v1.0.0
github.com/hashicorp/logutils	v1.0.0
github.com/hashicorp/mdns	v1.0.4
github.com/hashicorp/memberlist	v0.3.0
github.com/hashicorp/raft	v1.7.3
github.com/hashicorp/raft-boltdb	v0.0.0-20251103221153-05f9dd7a5148
github.com/hashicorp/serf	v0.9.6
github.com/hashicorp/vault/api	v1.0.4
github.com/hashicorp/vault/sdk	v0.1.13
github.com/hashicorp/yamux	v0.1.2
