cel.dev/expr	v0.25.1
cloud.google.com/go/accessapproval	
cloud.google.com/go/accesscontextmanager	
cloud.google.com/go/accesscontextmanager	v1.14.0
cloud.google.com/go/advisorynotifications	
cloud.google.com/go/agentidentity	
cloud.google.com/go/agentplatform	
cloud.google.com/go/agentregistry	
cloud.google.com/go/ai	
cloud.google.com/go/aiplatform	
cloud.google.com/go/aiplatform	v1.125.0
cloud.google.com/go/alloydb	
cloud.google.com/go/analytics	
cloud.google.com/go/apigateway	
cloud.google.com/go/apigeeconnect	
cloud.google.com/go/apigeeregistry	
cloud.google.com/go/apihub	
cloud.google.com/go/apikeys	
cloud.google.com/go/apiregistry	
cloud.google.com/go/appengine	
cloud.google.com/go/apphub	
cloud.google.com/go/appoptimize	
cloud.google.com/go/apps	
cloud.google.com/go/area120	
cloud.google.com/go/artifactregistry	
cloud.google.com/go/asset	
cloud.google.com/go/assuredworkloads	
cloud.google.com/go/auditmanager	
cloud.google.com/go/auth	
cloud.google.com/go/auth	v0.20.0
cloud.google.com/go/auth/oauth2adapt	
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/automl	
cloud.google.com/go/backstory	
cloud.google.com/go/backupdr	
cloud.google.com/go/baremetalsolution	
cloud.google.com/go/batch	
cloud.google.com/go/beyondcorp	
cloud.google.com/go/biglake	
cloud.google.com/go/bigquery	
cloud.google.com/go/bigquery	v1.77.0
cloud.google.com/go/bigquery/v2	
cloud.google.com/go/bigtable	
cloud.google.com/go/billing	
cloud.google.com/go/binaryauthorization	
cloud.google.com/go/capacityplanner	
cloud.google.com/go/certificatemanager	
cloud.google.com/go/ces	
cloud.google.com/go/channel	
cloud.google.com/go/chat	
cloud.google.com/go/chronicle	
cloud.google.com/go/cloudbuild	
cloud.google.com/go/cloudcontrolspartner	
cloud.google.com/go/clouddms	
cloud.google.com/go/cloudprofiler	
cloud.google.com/go/cloudquotas	
cloud.google.com/go/cloudsecuritycompliance	
cloud.google.com/go/cloudtasks	
cloud.google.com/go/commerce	
cloud.google.com/go/commerceproducer	
cloud.google.com/go/compute	
cloud.google.com/go/compute/metadata	
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/confidentialcomputing	
cloud.google.com/go/config	
cloud.google.com/go/configdelivery	
cloud.google.com/go/contactcenterinsights	
cloud.google.com/go/container	
cloud.google.com/go/containeranalysis	
cloud.google.com/go/datacatalog	
cloud.google.com/go/datacatalog	v1.27.0
cloud.google.com/go/datacatalog	v1.32.0
cloud.google.com/go/dataflow	
cloud.google.com/go/dataform	
cloud.google.com/go/datafusion	
cloud.google.com/go/datalabeling	
cloud.google.com/go/datamanager	
cloud.google.com/go/dataplex	
cloud.google.com/go/dataproc/v2	
cloud.google.com/go/dataqna	
cloud.google.com/go/datastore	
cloud.google.com/go/datastore	v1.24.0
cloud.google.com/go/datastream	
cloud.google.com/go/deploy	
cloud.google.com/go/developerconnect	
cloud.google.com/go/devicestreaming	
cloud.google.com/go/dialogflow	
cloud.google.com/go/discoveryengine	
cloud.google.com/go/dlp	
cloud.google.com/go/documentai	
cloud.google.com/go/domains	
cloud.google.com/go/edgecontainer	
cloud.google.com/go/edgenetwork	
cloud.google.com/go/errorreporting	
cloud.google.com/go/essentialcontacts	
cloud.google.com/go/eventarc	
cloud.google.com/go/filestore	
cloud.google.com/go/financialservices	
cloud.google.com/go/firestore	
cloud.google.com/go/functions	
cloud.google.com/go/geminidataanalytics	
cloud.google.com/go/gkebackup	
cloud.google.com/go/gkeconnect	
cloud.google.com/go/gkehub	
cloud.google.com/go/gkemulticloud	
cloud.google.com/go/gkerecommender	
cloud.google.com/go/grafeas	
cloud.google.com/go/grafeas	v0.5.0
cloud.google.com/go/gsuiteaddons	
cloud.google.com/go/hypercomputecluster	
cloud.google.com/go/iam	
cloud.google.com/go/iam	v1.11.0
cloud.google.com/go/iam	v1.12.0
cloud.google.com/go/iam	v1.5.3
cloud.google.com/go/iam	v1.7.0
cloud.google.com/go/iap	
cloud.google.com/go/identitytoolkit	
cloud.google.com/go/ids	
cloud.google.com/go/internal/actions	
cloud.google.com/go/internal/aliasfix	
cloud.google.com/go/internal/aliasgen	
cloud.google.com/go/internal/carver	
cloud.google.com/go/internal/examples/fake	
cloud.google.com/go/internal/examples/mock	
cloud.google.com/go/internal/gapicgen	
cloud.google.com/go/internal/godocfx	
cloud.google.com/go/internal/protoveneer	
cloud.google.com/go/iot	
cloud.google.com/go/kms	
cloud.google.com/go/kms	v1.26.0
cloud.google.com/go/kms	v1.31.0
cloud.google.com/go/language	
cloud.google.com/go/licensemanager	
cloud.google.com/go/lifesciences	
cloud.google.com/go/locationfinder	
cloud.google.com/go/logging	
cloud.google.com/go/logging	v1.13.2
cloud.google.com/go/logging	v1.18.0
cloud.google.com/go/longrunning	
cloud.google.com/go/longrunning	v0.9.0
cloud.google.com/go/longrunning	v1.0.0
cloud.google.com/go/longrunning	v1.2.0
cloud.google.com/go/lustre	
cloud.google.com/go/maintenance	
cloud.google.com/go/managedidentities	
cloud.google.com/go/managedkafka	
cloud.google.com/go/maps	
cloud.google.com/go/mediatranslation	
cloud.google.com/go/memcache	
cloud.google.com/go/memorystore	
cloud.google.com/go/metastore	
cloud.google.com/go/migrationcenter	
cloud.google.com/go/modelarmor	
cloud.google.com/go/monitoring	
cloud.google.com/go/monitoring	v1.24.3
cloud.google.com/go/monitoring	v1.29.0
cloud.google.com/go/netapp	
cloud.google.com/go/networkconnectivity	
cloud.google.com/go/networkmanagement	
cloud.google.com/go/networksecurity	
cloud.google.com/go/networkservices	
cloud.google.com/go/notebooks	
cloud.google.com/go/optimization	
cloud.google.com/go/oracledatabase	
cloud.google.com/go/orchestration	
cloud.google.com/go/orgpolicy	
cloud.google.com/go/orgpolicy	v1.20.0
cloud.google.com/go/osconfig	
cloud.google.com/go/osconfig	v1.21.0
cloud.google.com/go/oslogin	
cloud.google.com/go/parallelstore	
cloud.google.com/go/parametermanager	
cloud.google.com/go/phishingprotection	
cloud.google.com/go/policysimulator	
cloud.google.com/go/policytroubleshooter	
cloud.google.com/go/privatecatalog	
cloud.google.com/go/privilegedaccessmanager	
cloud.google.com/go/productregistry	
cloud.google.com/go/profiler	
cloud.google.com/go/pubsub	
cloud.google.com/go/pubsub	v1.50.2
cloud.google.com/go/pubsub/v2	
cloud.google.com/go/pubsub/v2	v2.4.0
cloud.google.com/go/pubsub/v2	v2.6.0
cloud.google.com/go/pubsublite	
cloud.google.com/go/rapidmigrationassessment	
cloud.google.com/go/recaptchaenterprise/v2	
cloud.google.com/go/recommendationengine	
cloud.google.com/go/recommender	
cloud.google.com/go/redis	
cloud.google.com/go/resourcemanager	
cloud.google.com/go/retail	
cloud.google.com/go/run	
cloud.google.com/go/saasplatform	
cloud.google.com/go/scheduler	
cloud.google.com/go/secretmanager	
cloud.google.com/go/securesourcemanager	
cloud.google.com/go/security	
cloud.google.com/go/securitycenter	
cloud.google.com/go/securitycentermanagement	
cloud.google.com/go/securityposture	
cloud.google.com/go/servicecontrol	
cloud.google.com/go/servicedirectory	
cloud.google.com/go/servicehealth	
cloud.google.com/go/servicemanagement	
cloud.google.com/go/serviceusage	
cloud.google.com/go/shell	
cloud.google.com/go/shopping	
cloud.google.com/go/spanner	
cloud.google.com/go/spanner/benchmarks	
cloud.google.com/go/spanner/test	
cloud.google.com/go/speech	
cloud.google.com/go/storage	
cloud.google.com/go/storage	v1.62.0
cloud.google.com/go/storage	v1.62.3
cloud.google.com/go/storagebatchoperations	
cloud.google.com/go/storageinsights	
cloud.google.com/go/storagetransfer	
cloud.google.com/go/streetview	
cloud.google.com/go/support	
cloud.google.com/go/talent	
cloud.google.com/go/telcoautomation	
cloud.google.com/go/texttospeech	
cloud.google.com/go/tpu	
cloud.google.com/go/trace	
cloud.google.com/go/trace	v1.11.7
cloud.google.com/go/trace	v1.16.0
cloud.google.com/go/translate	
cloud.google.com/go/translate	v1.17.0
cloud.google.com/go/vectorsearch	
cloud.google.com/go/vertexai	
cloud.google.com/go/video	
cloud.google.com/go/videointelligence	
cloud.google.com/go/vision/v2	
cloud.google.com/go/visionai	
cloud.google.com/go/vmmigration	
cloud.google.com/go/vmwareengine	
cloud.google.com/go/vpcaccess	
cloud.google.com/go/webrisk	
cloud.google.com/go/websecurityscanner	
cloud.google.com/go/workflows	
cloud.google.com/go/workloadmanager	
cloud.google.com/go/workstations	
dario.cat/mergo	v1.0.0
github.com/GoogleCloudPlatform/grpc-gcp-go/grpcgcp	v1.6.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.32.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.57.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/trace	v1.33.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/cloudmock	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/cloudmock	v0.57.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.57.0
github.com/IBM/sarama	v1.50.3
github.com/Microsoft/go-winio	v0.6.2
github.com/ProtonMail/go-crypto	v1.1.6
github.com/anmitsu/go-shlex	v0.0.0-20200514113438-38f4b401e2be
github.com/apache/arrow/go/v15	v15.0.2
github.com/armon/go-socks5	v0.0.0-20160902184237-e75332964ef5
github.com/cespare/xxhash/v2	v2.3.0
github.com/cloudflare/circl	v1.6.3
github.com/cloudprober/cloudprober	v0.13.3
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/cyphar/filepath-securejoin	v0.6.1
github.com/davecgh/go-spew	v1.1.1
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/eapache/go-resiliency	v1.7.0
github.com/elazarl/goproxy	v1.7.2
github.com/emirpasic/gods	v1.18.1
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/felixge/httpsnoop	v1.0.4
github.com/gliderlabs/ssh	v0.3.8
github.com/go-git/gcfg	v1.5.1-0.20230307220236-3a3c6141e376
github.com/go-git/go-billy/v5	v5.9.0
github.com/go-git/go-git-fixtures/v4	v4.3.2-0.20231010084843-55a94097c399
github.com/go-git/go-git/v5	v5.19.1
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/goccy/go-json	v0.10.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/groupcache	v0.0.0-20241129210726-2c02b8208cf8
github.com/golang/mock	v1.7.0-rc.1
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v0.0.4
github.com/google/btree	v1.1.3
github.com/google/flatbuffers	v23.5.26%2Bincompatible
github.com/google/go-cmp	v0.7.0
github.com/google/go-github/v59	v59.0.0
github.com/google/go-querystring	v1.1.0
github.com/google/martian/v3	v3.3.3
github.com/google/pprof	v0.0.0-20260604005048-7023385849c0
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/cloud-bigtable-clients-test	v0.0.4
github.com/googleapis/enterprise-certificate-proxy	v0.3.14
github.com/googleapis/enterprise-certificate-proxy	v0.3.15
github.com/googleapis/enterprise-certificate-proxy	v0.3.17
github.com/googleapis/enterprise-certificate-proxy	v0.3.18
github.com/googleapis/gax-go/v2	v2.21.0
github.com/googleapis/gax-go/v2	v2.22.0
github.com/googleapis/gax-go/v2	v2.23.0
github.com/gorilla/websocket	v1.5.3
github.com/hashicorp/go-uuid	v1.0.3
github.com/jbenet/go-context	v0.0.0-20150711004518-d14ea06fba99
github.com/jcmturner/aescts/v2	v2.0.0
github.com/jcmturner/dnsutils/v2	v2.0.0
github.com/jcmturner/gofork	v1.7.6
github.com/jcmturner/goidentity/v6	v6.0.1
github.com/jcmturner/gokrb5/v8	v8.4.4
github.com/jcmturner/rpc/v2	v2.0.3
github.com/kevinburke/ssh_config	v1.2.0
github.com/klauspost/compress	v1.16.7
github.com/klauspost/compress	v1.18.6
github.com/klauspost/cpuid/v2	v2.2.5
github.com/klauspost/cpuid/v2	v2.3.0
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/onsi/gomega	v1.34.1
github.com/pierrec/lz4/v4	v4.1.18
github.com/pierrec/lz4/v4	v4.1.27
github.com/pjbgf/sha1cd	v0.6.0
github.com/pkg/errors	v0.9.1
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.0
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/rcrowley/go-metrics	v0.0.0-20250401214520-65e299d6c5c9
github.com/rogpeppe/go-internal	v1.13.1
github.com/rogpeppe/go-internal	v1.14.1
github.com/sergi/go-diff	v1.3.2-0.20230802210424-5b0b94c5c0d3
github.com/skeema/knownhosts	v1.3.1
github.com/spiffe/go-spiffe/v2	v2.6.0
github.com/stretchr/testify	v1.11.1
github.com/xanzy/ssh-agent	v0.3.3
github.com/zeebo/assert	v1.3.0
github.com/zeebo/xxh3	v1.0.2
go.einride.tech/aip	v0.83.0
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/detectors/gcp	v1.43.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.67.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.68.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.67.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.68.0
go.opentelemetry.io/otel	v1.43.0
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/exporters/stdout/stdoutmetric	v1.43.0
go.opentelemetry.io/otel/exporters/stdout/stdoutmetric	v1.44.0
