cloud.google.com/go	v0.113.0
cloud.google.com/go/auth	v0.4.1
cloud.google.com/go/auth/oauth2adapt	v0.2.2
cloud.google.com/go/compute/metadata	v0.3.0
cloud.google.com/go/iam	v1.1.7
cloud.google.com/go/storage	v1.40.0
filippo.io/edwards25519	v1.1.0
github.com/AdaLogics/go-fuzz-headers	v0.0.0-20230106234847-43070de90fa1
github.com/Azure/azure-pipeline-go	v0.2.3
github.com/Azure/azure-storage-blob-go	v0.15.0
github.com/BurntSushi/toml	v1.3.2
github.com/DATA-DOG/go-sqlmock	v1.5.2
github.com/DataDog/datadog-agent/pkg/obfuscate	v0.42.0
github.com/DataDog/datadog-agent/pkg/remoteconfig/state	v0.42.0
github.com/DataDog/datadog-go	v4.8.3+incompatible
github.com/DataDog/datadog-go/v5	v5.2.0
github.com/DataDog/go-tuf	v0.3.0--fix-localmeta-fork
github.com/DataDog/sketches-go	v1.4.1
github.com/Microsoft/go-winio	v0.6.1
github.com/aquarapid/vaultlib	v0.5.1
github.com/armon/go-metrics	v0.4.1
github.com/aws/aws-sdk-go	v1.44.192
github.com/beorn7/perks	v1.0.1
github.com/bndr/gotabulate	v1.1.2
github.com/brianvoe/gofakeit/v6	v6.25.0
github.com/cespare/xxhash/v2	v2.3.0
github.com/codegangsta/inject	v0.0.0-20150114235600-33e0aa1cb7c0
github.com/coreos/go-semver	v0.3.1
github.com/coreos/go-systemd/v22	v22.5.0
github.com/cpuguy83/go-md2man/v2	v2.0.2
github.com/cyphar/filepath-securejoin	v0.2.4
github.com/dave/jennifer	v1.6.0
github.com/davecgh/go-spew	v1.1.1
github.com/dgraph-io/ristretto	v0.1.1
github.com/dustin/go-humanize	v1.0.1
github.com/emicklei/go-restful/v3	v3.9.0
github.com/fatih/color	v1.17.0
github.com/felixge/httpsnoop	v1.0.4
github.com/fsnotify/fsnotify	v1.6.0
github.com/go-logr/logr	v1.4.1
github.com/go-logr/stdr	v1.2.2
github.com/go-martini/martini	v0.0.0-20170121215854-22fa46961aab
github.com/go-openapi/jsonpointer	v0.19.5
github.com/go-openapi/jsonreference	v0.20.0
github.com/go-openapi/swag	v0.19.14
github.com/go-sql-driver/mysql	v1.8.1
github.com/gogo/protobuf	v1.3.2
github.com/golang/glog	v1.2.1
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/mock	v1.6.0
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v0.0.4
github.com/google/gnostic	v0.5.7-v3refs
github.com/google/go-cmp	v0.6.0
github.com/google/gofuzz	v1.2.0
github.com/google/s2a-go	v0.1.7
github.com/google/shlex	v0.0.0-20191202100458-e7afc7fbc510
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.2
github.com/googleapis/gax-go/v2	v2.12.4
github.com/gorilla/handlers	v1.5.1
github.com/gorilla/mux	v1.8.0
github.com/grpc-ecosystem/go-grpc-middleware	v1.3.0
github.com/grpc-ecosystem/go-grpc-prometheus	v1.2.0
github.com/hashicorp/consul/api	v1.18.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-hclog	v1.4.0
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/golang-lru	v0.5.4
github.com/hashicorp/hcl	v1.0.0
github.com/hashicorp/serf	v0.10.1
github.com/howeyc/gopass	v0.0.0-20210920133722-c8aef6fb66ef
github.com/inconshreveable/mousetrap	v1.1.0
github.com/jmespath/go-jmespath	v0.4.0
github.com/josharian/intern	v1.0.0
github.com/json-iterator/go	v1.1.12
github.com/kballard/go-shellquote	v0.0.0-20180428030007-95032a82bc51
github.com/klauspost/compress	v1.17.6
github.com/klauspost/pgzip	v1.2.5
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/mailru/easyjson	v0.7.7
github.com/mattn/go-colorable	v0.1.13
github.com/mattn/go-ieproxy	v0.0.9
github.com/mattn/go-isatty	v0.0.20
github.com/mattn/go-runewidth	v0.0.14
github.com/matttproud/golang_protobuf_extensions	v1.0.4
github.com/minio/minio-go	v0.0.0-20190131015406-c8a261de75c1
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.0
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.2
github.com/montanaflynn/stats	v0.7.0
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/olekukonko/tablewriter	v0.0.5
