cloud.google.com/go	v0.116.0
cloud.google.com/go/auth	v0.9.3
cloud.google.com/go/auth/oauth2adapt	v0.2.4
cloud.google.com/go/compute/metadata	v0.5.0
cloud.google.com/go/iam	v1.2.0
cloud.google.com/go/storage	v1.43.0
github.com/LastPossum/kamino	v0.0.2
github.com/Masterminds/semver/v3	v3.3.0
github.com/asaskevich/govalidator	v0.0.0-20230301143203-a9d515a09cc2
github.com/bahlo/generic-list-go	v0.2.0
github.com/buger/jsonparser	v1.1.2
github.com/creack/pty	v1.1.9
github.com/davecgh/go-spew	v1.1.1
github.com/expr-lang/expr	v1.17.8
github.com/felixge/httpsnoop	v1.0.4
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.2
github.com/go-logr/stdr	v1.2.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/snappy	v0.0.4
github.com/google/go-cmp	v0.7.0
github.com/google/martian/v3	v3.3.3
github.com/google/s2a-go	v0.1.8
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.4
github.com/googleapis/gax-go/v2	v2.13.0
github.com/invopop/jsonschema	v0.14.0
github.com/invopop/yaml	v0.3.1
github.com/kr/pretty	v0.3.1
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/magefile/mage	v1.15.0
github.com/pb33f/ordered-map/v2	v2.3.1
github.com/pkg/diff	v0.0.0-20210226163009-20ebb0f2a09e
github.com/pmezard/go-difflib	v1.0.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
go.opencensus.io	v0.24.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.54.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.54.0
go.opentelemetry.io/otel	v1.29.0
go.opentelemetry.io/otel/metric	v1.29.0
go.opentelemetry.io/otel/sdk	v1.29.0
go.opentelemetry.io/otel/trace	v1.29.0
go.yaml.in/yaml/v4	v4.0.0-rc.2
golang.org/x/crypto	v0.53.0
golang.org/x/mod	v0.36.0
golang.org/x/net	v0.56.0
golang.org/x/oauth2	v0.23.0
golang.org/x/sync	v0.21.0
golang.org/x/sys	v0.46.0
golang.org/x/term	v0.44.0
golang.org/x/text	v0.38.0
golang.org/x/time	v0.6.0
golang.org/x/tools	v0.45.0
google.golang.org/api	v0.197.0
google.golang.org/genproto	v0.0.0-20240903143218-8af14fe29dc1
google.golang.org/genproto/googleapis/api	v0.0.0-20240903143218-8af14fe29dc1
google.golang.org/genproto/googleapis/rpc	v0.0.0-20240903143218-8af14fe29dc1
google.golang.org/grpc	v1.66.2
google.golang.org/protobuf	v1.34.2
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3	v3.0.1
