github.com/pikoci/pikoci
cel.dev/expr v0.25.1
cloud.google.com/go v0.123.0
cloud.google.com/go/auth v0.17.0
cloud.google.com/go/auth/oauth2adapt v0.2.8
cloud.google.com/go/compute/metadata v0.9.0
cloud.google.com/go/firestore v1.20.0
cloud.google.com/go/iam v1.5.3
cloud.google.com/go/kms v1.23.2
cloud.google.com/go/longrunning v0.7.0
cloud.google.com/go/monitoring v1.24.3
cloud.google.com/go/pubsub v1.50.1
cloud.google.com/go/pubsub/v2 v2.3.0
cloud.google.com/go/secretmanager v1.16.0
cloud.google.com/go/storage v1.57.2
cloud.google.com/go/trace v1.11.7
filippo.io/edwards25519 v1.1.1
github.com/Azure/azure-amqp-common-go/v3 v3.2.3
github.com/Azure/azure-sdk-for-go/sdk/azcore v1.20.0
github.com/Azure/azure-sdk-for-go/sdk/azidentity v1.13.1
github.com/Azure/azure-sdk-for-go/sdk/internal v1.11.2
github.com/Azure/azure-sdk-for-go/sdk/keyvault/azkeys v0.10.0
github.com/Azure/azure-sdk-for-go/sdk/keyvault/internal v0.7.1
github.com/Azure/azure-sdk-for-go/sdk/messaging/azservicebus v1.10.0
github.com/Azure/azure-sdk-for-go/sdk/storage/azblob v1.6.3
github.com/Azure/go-amqp v1.5.0
github.com/Azure/go-autorest v14.2.0+incompatible
github.com/Azure/go-autorest/autorest/to v0.4.1
github.com/AzureAD/microsoft-authentication-library-for-go v1.6.0
github.com/BurntSushi/toml v1.4.1-0.20240526193622-a339e1f7089c
github.com/BurntSushi/xgb v0.0.0-20160522181843-27f122750802
github.com/BurntSushi/xgbutil v0.0.0-20160919175755-f7c97cef3b4e
github.com/GoogleCloudPlatform/cloudsql-proxy v1.37.10
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp v1.30.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric v0.54.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/trace v1.30.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping v0.54.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/propagator v0.54.0
github.com/IBM/sarama v1.46.3
github.com/VividCortex/mysqlerr v1.0.0
github.com/XSAM/otelsql v0.40.0
github.com/adrg/xdg v0.5.3
github.com/agext/levenshtein v1.2.1
github.com/alecthomas/assert v0.0.0-20170929043011-405dbfeb8e38
github.com/alecthomas/colour v0.1.0
github.com/alecthomas/kingpin/v2 v2.4.0
