cloud.google.com/go	v0.121.4
cloud.google.com/go/auth	v0.16.3
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/iam	v1.5.2
cloud.google.com/go/kms	v1.22.0
cloud.google.com/go/longrunning	v0.6.7
cloud.google.com/go/pubsub	v1.50.0
cloud.google.com/go/pubsub/v2	v2.0.0
github.com/Azure/azure-amqp-common-go/v4	v4.2.0
github.com/Azure/azure-event-hubs-go/v3	v3.6.2
github.com/Azure/azure-sdk-for-go	v65.0.0%2Bincompatible
github.com/Azure/go-amqp	v1.0.0
github.com/Azure/go-autorest	v14.2.0%2Bincompatible
github.com/Azure/go-autorest/autorest	v0.11.28
github.com/Azure/go-autorest/autorest/adal	v0.9.21
github.com/Azure/go-autorest/autorest/azure/auth	v0.4.2
github.com/Azure/go-autorest/autorest/azure/cli	v0.3.1
github.com/Azure/go-autorest/autorest/date	v0.3.0
github.com/Azure/go-autorest/autorest/mocks	v0.4.2
github.com/Azure/go-autorest/autorest/to	v0.4.0
github.com/Azure/go-autorest/autorest/validation	v0.3.1
github.com/Azure/go-autorest/logger	v0.2.1
github.com/Azure/go-autorest/tracing	v0.6.0
github.com/IBM/sarama	v1.46.0
github.com/aws/aws-sdk-go	v1.55.8
github.com/beorn7/perks	v1.0.1
github.com/cespare/xxhash/v2	v2.3.0
github.com/cloudflare/cloudflare-go/v4	v4.6.0
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/corewood-tech/a5go	v0.0.0-20260308205007-3948c65956e6
github.com/davecgh/go-spew	v1.1.1
github.com/devigned/tab	v0.1.1
github.com/dimchansky/utfbom	v1.1.0
github.com/eapache/go-resiliency	v1.7.0
github.com/eapache/go-xerial-snappy	v0.0.0-20230731223053-c322873962e3
github.com/eapache/queue	v1.1.0
github.com/eclipse/paho.mqtt.golang	v1.5.1
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/felixge/httpsnoop	v1.0.4
github.com/fortytw2/leaktest	v1.3.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/golang-jwt/jwt/v4	v4.5.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/protobuf	v1.5.4
github.com/golang/snappy	v0.0.4
github.com/gomodule/redigo	v1.9.2
github.com/google/go-cmp	v0.7.0
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.6
github.com/googleapis/gax-go/v2	v2.15.0
github.com/gorilla/websocket	v1.5.3
github.com/hashicorp/go-uuid	v1.0.3
github.com/iwpnd/sectr	v0.1.2
github.com/jcmturner/aescts/v2	v2.0.0
github.com/jcmturner/dnsutils/v2	v2.0.0
github.com/jcmturner/gofork	v1.7.6
github.com/jcmturner/goidentity/v6	v6.0.1
github.com/jcmturner/gokrb5/v8	v8.4.4
github.com/jcmturner/rpc/v2	v2.0.3
github.com/jmespath/go-jmespath	v0.4.0
github.com/jmespath/go-jmespath/internal/testify	v1.5.1
github.com/joho/godotenv	v1.3.0
github.com/jpillora/backoff	v1.0.0
github.com/klauspost/compress	v1.18.0
github.com/klauspost/cpuid/v2	v2.0.9
github.com/kylelemons/godebug	v1.1.0
github.com/mattn/go-runewidth	v0.0.3
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.0
github.com/mmcloughlin/geohash	v0.10.0
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/nats-io/nats.go	v1.44.0
github.com/nats-io/nkeys	v0.4.11
github.com/nats-io/nuid	v1.0.1
github.com/peterh/liner	v1.2.2
github.com/pierrec/lz4/v4	v4.1.22
github.com/pmezard/go-difflib	v1.0.0
github.com/prometheus/client_golang	v1.23.0
github.com/prometheus/client_model	v0.6.2
github.com/prometheus/common	v0.65.0
github.com/prometheus/procfs	v0.16.1
