cel.dev/expr	v0.25.1
dario.cat/mergo	v1.0.1
filippo.io/edwards25519	v1.1.0
github.com/Azure/go-ntlmssp	v0.0.0-20221128193559-754e69321358
github.com/BurntSushi/toml	v1.4.1-0.20240526193622-a339e1f7089c
github.com/MakeNowJust/heredoc	v1.0.0
github.com/Masterminds/goutils	v1.1.1
github.com/Masterminds/semver/v3	v3.3.0
github.com/Masterminds/sprig/v3	v3.3.0
github.com/Masterminds/squirrel	v1.5.4
github.com/anmitsu/go-shlex	v0.0.0-20200514113438-38f4b401e2be
github.com/asaskevich/govalidator	v0.0.0-20230301143203-a9d515a09cc2
github.com/beorn7/perks	v1.0.1
github.com/bits-and-blooms/bitset	v1.13.0
github.com/blang/semver/v4	v4.0.0
github.com/calmh/incontainer	v1.0.0
github.com/calmh/xdr	v1.2.0
github.com/ccding/go-stun	v0.1.5
github.com/cenkalti/backoff/v4	v4.3.0
github.com/cespare/xxhash/v2	v2.3.0
github.com/chai2010/gettext-go	v1.0.2
github.com/chmduquesne/rollinghash	v4.0.0+incompatible
github.com/cilium/ipam	v0.0.0-20230509084518-fd66eae7909b
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/containerd/containerd	v1.7.27
github.com/containerd/log	v0.1.0
github.com/containerd/platforms	v0.2.1
github.com/containernetworking/cni	v1.1.2
github.com/coreos/go-iptables	v0.7.1-0.20240112124308-65c67c9f46e6
github.com/cyphar/filepath-securejoin	v0.4.1
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/distribution/reference	v0.6.0
github.com/docker/cli	v27.5.1+incompatible
github.com/docker/distribution	v2.8.3+incompatible
github.com/docker/docker	v27.5.1+incompatible
github.com/docker/docker-credential-helpers	v0.8.2
github.com/docker/go	v1.5.1-1.0.20160303222718-d30aec9fd63c
github.com/docker/go-connections	v0.5.0
github.com/docker/go-metrics	v0.0.1
github.com/docker/go-units	v0.5.0
github.com/docker/libcontainer	v2.2.1+incompatible
github.com/docker/libtrust	v0.0.0-20160708172513-aabc10ec26b7
github.com/emicklei/go-restful/v3	v3.12.2
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/evanphx/json-patch	v5.9.11+incompatible
github.com/evanphx/json-patch/v5	v5.9.11
github.com/exponent-io/jsonpath	v0.0.0-20210407135951-1de76d718b3f
github.com/fatih/camelcase	v1.0.0
github.com/fatih/color	v1.18.0
github.com/felixge/httpsnoop	v1.0.4
github.com/fsnotify/fsnotify	v1.8.0
github.com/fvbommel/sortorder	v1.1.0
github.com/fxamacker/cbor/v2	v2.7.0
github.com/gaissmai/bart	v0.11.1
github.com/gliderlabs/ssh	v0.3.8
github.com/go-asn1-ber/asn1-ber	v1.5.7
github.com/go-errors/errors	v1.5.1
github.com/go-gorp/gorp/v3	v3.1.0
github.com/go-json-experiment/json	v0.0.0-20231102232822-2e55bd4e08b0
github.com/go-ldap/ldap/v3	v3.4.10
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
