cloud.google.com/go	v0.100.2
cloud.google.com/go/bigquery	v1.8.0
cloud.google.com/go/compute	v1.6.1
cloud.google.com/go/datastore	v1.1.0
cloud.google.com/go/firestore	v1.6.1
cloud.google.com/go/pubsub	v1.3.1
cloud.google.com/go/storage	v1.14.0
dmitri.shuralyov.com/gpu/mtl	v0.0.0-20190408044501-666a987793e9
github.com/Azure/azure-sdk-for-go/sdk/azcore	v1.0.0
github.com/Azure/azure-sdk-for-go/sdk/azidentity	v1.0.0
github.com/Azure/azure-sdk-for-go/sdk/internal	v1.0.0
github.com/AzureAD/microsoft-authentication-library-for-go	v0.4.0
github.com/BurntSushi/toml	v0.3.1
github.com/BurntSushi/xgb	v0.0.0-20160522181843-27f122750802
github.com/DATA-DOG/go-sqlmock	v1.4.1
github.com/Masterminds/goutils	v1.1.1
github.com/Masterminds/semver/v3	v3.1.1
github.com/Masterminds/sprig/v3	v3.2.2
github.com/aarondl/inflect	v0.0.2
github.com/aarondl/null/v8	v8.1.3
github.com/aarondl/randomize	v0.0.2
github.com/aarondl/strmangle	v0.0.9
github.com/apmckinlay/gsuneido	v0.0.0-20190404155041-0b6cd442a18f
github.com/armon/go-metrics	v0.3.10
github.com/census-instrumentation/opencensus-proto	v0.2.1
github.com/chzyer/logex	v1.1.10
github.com/chzyer/readline	v0.0.0-20180603132655-2972be24d48e
github.com/chzyer/test	v0.0.0-20180213035817-a1ea475d72b1
github.com/client9/misspell	v0.3.4
github.com/cncf/udpa/go	v0.0.0-20201120205902-5459f2c99403
github.com/cockroachdb/apd	v1.1.0
github.com/coreos/go-semver	v0.3.0
github.com/coreos/go-systemd/v22	v22.3.2
github.com/cpuguy83/go-md2man/v2	v2.0.2
github.com/davecgh/go-spew	v1.1.1
github.com/dnaeon/go-vcr	v1.2.0
github.com/dustin/go-humanize	v1.0.0
github.com/envoyproxy/go-control-plane	v0.9.9-0.20201210154907-fd9021fe5dad
github.com/envoyproxy/protoc-gen-validate	v0.1.0
github.com/ericlagergren/decimal	v0.0.0-20190420051523-6335edbaa640
github.com/fatih/color	v1.13.0
github.com/frankban/quicktest	v1.14.3
github.com/friendsofgo/errors	v0.9.2
github.com/fsnotify/fsnotify	v1.5.4
github.com/go-gl/glfw	v0.0.0-20190409004039-e6da0acd62b1
github.com/go-gl/glfw/v3.3/glfw	v0.0.0-20200222043503-6f7a984d4dc4
github.com/go-sql-driver/mysql	v1.6.0
github.com/gofrs/uuid	v4.2.0+incompatible
github.com/gogo/protobuf	v1.3.2
github.com/golang-jwt/jwt	v3.2.2+incompatible
github.com/golang-jwt/jwt/v4	v4.2.0
github.com/golang-sql/civil	v0.0.0-20220223132316-b832511892a9
github.com/golang-sql/sqlexp	v0.1.0
github.com/golang/glog	v0.0.0-20160126235308-23def4e6c14b
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/mock	v1.4.4
github.com/golang/protobuf	v1.5.2
github.com/google/btree	v1.0.0
github.com/google/go-cmp	v0.6.0
github.com/google/martian	v2.1.0+incompatible
github.com/google/martian/v3	v3.1.0
github.com/google/pprof	v0.0.0-20201218002935-b9804c9f04c2
github.com/google/renameio	v0.1.0
github.com/google/uuid	v1.3.0
github.com/googleapis/gax-go/v2	v2.4.0
github.com/googleapis/google-cloud-go-testing	v0.0.0-20200911160855-bcd43fbb19e8
github.com/hashicorp/consul/api	v1.12.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-hclog	v1.2.0
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/golang-lru	v0.5.4
github.com/hashicorp/hcl	v1.0.0
github.com/hashicorp/serf	v0.9.7
github.com/huandu/xstrings	v1.3.2
github.com/ianlancetaylor/demangle	v0.0.0-20200824232613-28f6c0f3b639
github.com/imdario/mergo	v0.3.13
github.com/inconshreveable/mousetrap	v1.0.1
github.com/json-iterator/go	v1.1.12
github.com/jstemmer/go-junit-report	v0.9.1
github.com/kballard/go-shellquote	v0.0.0-20180428030007-95032a82bc51
github.com/kisielk/gotool	v1.0.0
github.com/kr/fs	v0.1.0
github.com/kr/pretty	v0.3.0
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/kylelemons/godebug	v1.1.0
github.com/lib/pq	v1.10.6
github.com/magiconair/properties	v1.8.6
github.com/mattn/go-colorable	v0.1.12
github.com/mattn/go-isatty	v0.0.16
github.com/mattn/go-sqlite3	v1.14.14
github.com/microsoft/go-mssqldb	v0.17.0
github.com/mitchellh/copystructure	v1.2.0
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v1.5.0
github.com/mitchellh/reflectwalk	v1.0.2
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.2
github.com/modocache/gover	v0.0.0-20171022184752-b58185e213c5
github.com/montanaflynn/stats	v0.6.6
github.com/pelletier/go-toml	v1.9.5
github.com/pelletier/go-toml/v2	v2.0.5
github.com/pkg/browser	v0.0.0-20210911075715-681adbf594b8
github.com/pkg/errors	v0.9.1
github.com/pkg/sftp	v1.13.1
github.com/pmezard/go-difflib	v1.0.0
github.com/prometheus/client_model	v0.0.0-20190812154241-14fe0d1b01d4
github.com/remyoudompheng/bigfft	v0.0.0-20200410134404-eec4a21b6bb0
github.com/rogpeppe/go-internal	v1.6.1
github.com/russross/blackfriday/v2	v2.1.0
github.com/sagikazarmark/crypt	v0.6.0
github.com/shopspring/decimal	v1.3.1
github.com/spf13/afero	v1.9.2
github.com/spf13/cast	v1.5.0
github.com/spf13/cobra	v1.5.0
github.com/spf13/jwalterweatherman	v1.1.0
github.com/spf13/pflag	v1.0.5
github.com/spf13/viper	v1.12.0
github.com/stretchr/objx	v0.4.0
github.com/stretchr/testify	v1.8.0
github.com/subosito/gotenv	v1.4.1
github.com/yuin/goldmark	v1.4.13
go.etcd.io/etcd/api/v3	v3.5.4
go.etcd.io/etcd/client/pkg/v3	v3.5.4
go.etcd.io/etcd/client/v2	v2.305.4
go.etcd.io/etcd/client/v3	v3.5.4
go.opencensus.io	v0.23.0
go.uber.org/atomic	v1.7.0
go.uber.org/multierr	v1.6.0
go.uber.org/zap	v1.17.0
golang.org/x/crypto	v0.45.0
golang.org/x/exp	v0.0.0-20200224162631-6cc2880d07d6
golang.org/x/image	v0.0.0-20190802002840-cff245a6509b
golang.org/x/lint	v0.0.0-20201208152925-83fdc39ff7b5
golang.org/x/mobile	v0.0.0-20190719004257-d2bd2a29d028
golang.org/x/mod	v0.29.0
golang.org/x/net	v0.47.0
golang.org/x/oauth2	v0.0.0-20220411215720-9780585627b5
golang.org/x/sync	v0.18.0
golang.org/x/sys	v0.38.0
golang.org/x/telemetry	v0.0.0-20251008203120-078029d740a8
golang.org/x/term	v0.37.0
golang.org/x/text	v0.31.0
golang.org/x/time	v0.0.0-20191024005414-555d28b269f0
golang.org/x/tools	v0.38.0
golang.org/x/xerrors	v0.0.0-20220609144429-65e65417b02f
google.golang.org/api	v0.81.0
google.golang.org/appengine	v1.6.7
google.golang.org/genproto	v0.0.0-20220519153652-3a47de7e79bd
google.golang.org/grpc	v1.46.2
google.golang.org/protobuf	v1.28.0
gopkg.in/check.v1	v1.0.0-20190902080502-41f04d3bba15
gopkg.in/errgo.v2	v2.1.0
gopkg.in/inf.v0	v0.9.1
gopkg.in/ini.v1	v1.67.0
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
honnef.co/go/tools	v0.0.1-2020.1.4
lukechampine.com/uint128	v1.2.0
modernc.org/cc/v3	v3.36.3
modernc.org/ccgo/v3	v3.16.9
modernc.org/ccorpus	v1.11.6
modernc.org/httpfs	v1.0.6
modernc.org/libc	v1.17.1
modernc.org/mathutil	v1.5.0
modernc.org/memory	v1.2.1
modernc.org/opt	v0.1.3
modernc.org/sqlite	v1.18.1
modernc.org/strutil	v1.1.3
modernc.org/tcl	v1.13.1
modernc.org/token	v1.0.1
modernc.org/z	v1.5.1
rsc.io/binaryregexp	v0.2.0
rsc.io/quote/v3	v3.1.0
rsc.io/sampler	v1.3.0
