codeberg.org/go-fonts/dejavu	v0.4.0
codeberg.org/go-fonts/latin-modern	v0.4.0
codeberg.org/go-fonts/liberation	v0.5.0
codeberg.org/go-latex/latex	v0.1.0
codeberg.org/go-pdf/fpdf	v0.10.0
git.sr.ht/~sbinet/cmpimg	v0.1.0
git.sr.ht/~sbinet/gg	v0.6.0
github.com/MetalBlueberry/go-plotly	v0.7.0
github.com/ajstarks/svgo	v0.0.0-20211024235047-1546f124cd8b
github.com/aymanbagabas/go-osc52/v2	v2.0.1
github.com/aymanbagabas/go-udiff	v0.3.1
github.com/campoy/embedmd	v1.0.0
github.com/charmbracelet/colorprofile	v0.4.3
github.com/charmbracelet/lipgloss	v1.1.0
github.com/charmbracelet/x/ansi	v0.11.6
github.com/charmbracelet/x/cellbuf	v0.0.15
github.com/charmbracelet/x/exp/golden	v0.0.0-20241011142426-46044092ad91
github.com/charmbracelet/x/term	v0.2.2
github.com/chengxilo/virtualterm	v1.0.4
github.com/clipperhouse/displaywidth	v0.11.0
github.com/clipperhouse/uax29/v2	v2.7.0
github.com/daniellowtw/matlab	v0.0.0-20190528220746-1ed1d96a6637
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/disintegration/imaging	v1.6.2
github.com/dmarkham/enumer	v1.6.1
github.com/edsrzf/mmap-go	v1.2.0
github.com/eliben/go-sentencepiece	v0.7.0
github.com/erkkah/margaid	v0.3.0
github.com/go-gota/gota	v0.12.0
github.com/go-logr/logr	v1.4.3
github.com/gofrs/flock	v0.13.0
github.com/gofrs/uuid	v4.4.0%2Bincompatible
github.com/golang/freetype	v0.0.0-20170609003504-e2365dfdc4a0
github.com/gomlx/bsplines	v0.2.0
github.com/gomlx/compute	v0.0.0-20260711051148-8bbe6fb70a7b
github.com/gomlx/exceptions	v0.0.3
github.com/gomlx/go-huggingface	v0.3.6-0.20260712091758-7644143742fa
github.com/gomlx/go-xla	v0.2.3-0.20260712091524-de24a9a82c56
github.com/gomlx/gomlx/cmd/gomlx_checkpoints	
github.com/gomlx/gomlx/examples	
github.com/gomlx/onnx-gomlx	v0.4.3-0.20260712091832-2348e137179c
github.com/google/go-cmp	v0.7.0
github.com/google/uuid	v1.6.0
github.com/janpfeifer/go-benchmarks	v0.1.1
github.com/janpfeifer/gonb	v0.11.3
github.com/janpfeifer/must	v0.2.0
github.com/kr/pretty	v0.3.1
github.com/kr/text	v0.2.0
github.com/lucasb-eyer/go-colorful	v1.3.0
github.com/mattn/go-isatty	v0.0.20
github.com/mattn/go-runewidth	v0.0.21
github.com/mitchellh/colorstring	v0.0.0-20190213212951-d06e56a500db
github.com/muesli/termenv	v0.16.0
github.com/onsi/gomega	v1.33.0
github.com/pascaldekloe/name	v1.0.0
github.com/pbnjay/memory	v0.0.0-20210728143218-7b4eea64cf58
github.com/pkg/errors	v0.9.1
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/rivo/uniseg	v0.4.7
github.com/rogpeppe/go-internal	v1.14.1
github.com/schollz/progressbar/v3	v3.19.0
github.com/streadway/quantile	v0.0.0-20220407130108-4246515d968d
github.com/stretchr/testify	v1.11.1
github.com/xo/terminfo	v0.0.0-20220910002029-abceb7e1c41e
golang.org/x/exp	v0.0.0-20260410095643-746e56fc9e2f
golang.org/x/image	v0.26.0
golang.org/x/image	v0.43.0
golang.org/x/mod	v0.35.0
golang.org/x/net	v0.28.0
golang.org/x/net	v0.51.0
golang.org/x/net	v0.53.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.43.0
golang.org/x/term	v0.40.0
golang.org/x/text	v0.35.0
golang.org/x/text	v0.38.0
golang.org/x/tools	v0.44.0
gonum.org/v1/gonum	v0.16.0
gonum.org/v1/gonum	v0.17.0
gonum.org/v1/plot	v0.15.2
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/yaml.v3	v3.0.1
k8s.io/klog/v2	v2.140.0
rsc.io/pdf	v0.1.1
