cel.dev/expr	v0.25.1
cloud.google.com/go/compute/metadata	v0.9.0
github.com/BurntSushi/toml	v1.3.2
github.com/CloudyKit/fastprinter	v0.0.0-20200109182630-33d98a066a53
github.com/CloudyKit/jet/v6	v6.2.0
github.com/DataDog/go-sqllexer	v0.2.1
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.31.0
github.com/Joker/hpp	v1.0.0
github.com/Joker/jade	v1.1.3
github.com/PuerkitoBio/goquery	v1.8.1
github.com/Shopify/goreferrer	v0.0.0-20220729165902-8cddb4f5de06
github.com/ajg/form	v1.5.1
github.com/andybalholm/brotli	v1.2.1
github.com/andybalholm/cascadia	v1.3.2
github.com/antihax/optional	v1.0.0
github.com/aymerick/douceur	v0.2.0
github.com/blang/semver/v4	v4.0.0
github.com/buger/jsonparser	v1.1.2
github.com/bytedance/sonic	v1.9.1
github.com/cenkalti/backoff/v5	v5.0.3
github.com/cespare/xxhash	v1.1.0
github.com/cespare/xxhash/v2	v2.3.0
github.com/cheekybits/is	v0.0.0-20150225183255-68e9c0620927
github.com/chenzhuoyu/base64x	v0.0.0-20221115062448-fe3a3abad311
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/coreos/go-systemd/v22	v22.5.0
github.com/creack/pty	v1.1.9
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/dgraph-io/badger/v2	v2.2007.4
github.com/dgraph-io/ristretto	v0.0.3-0.20200630154024-f66de99634de
github.com/dgryski/go-farm	v0.0.0-20190423205320-6a90982ecee2
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/djherbis/atime	v1.1.0
github.com/dustin/go-humanize	v1.0.0
github.com/eknkc/amber	v0.0.0-20171010120322-cdade1c07385
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/fatih/color	v1.15.0
github.com/fatih/structs	v1.1.0
github.com/flosch/pongo2/v4	v4.0.2
github.com/fsnotify/fsnotify	v1.7.0
github.com/fxamacker/cbor/v2	v2.9.2
github.com/gabriel-vasile/mimetype	v1.4.3
github.com/getsentry/sentry-go/crosstest	
github.com/getsentry/sentry-go/echo	
github.com/getsentry/sentry-go/fasthttp	
github.com/getsentry/sentry-go/fiber	
github.com/getsentry/sentry-go/fiberv3	
github.com/getsentry/sentry-go/gin	
github.com/getsentry/sentry-go/grpc	
github.com/getsentry/sentry-go/iris	
