repo,tool,gt_imp_july,gt_imp_now,gt_impT_july,gt_impT_now,gt_all_july,gt_all_now,gt_counts_ok,july_n_all_raw,now_gt_all_tsv_lines,july_scores,now_main,now_main_empty,now_warm_cache,emptymain_source,verdict
1set__todotxt,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
1set__todotxt,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
2ykwang__mac-cleanup-go,syft,25,25,25,25,35,35,yes,36,35,29/0/6/25/4/0/25/4/0,29/0/6/25/4/0/25/4/0,,,no,match
2ykwang__mac-cleanup-go,trivy,25,25,25,25,35,35,yes,36,35,25/0/10/25/0/0/25/0/0,25/0/10/25/0/0/25/0/0,,,no,match
2ykwang__mac-cleanup-go,cdxgen,25,25,25,25,35,35,yes,36,35,25/0/10/25/0/0/25/0/0,25/0/10/25/0/0/25/0/0,,,no,match
2ykwang__mac-cleanup-go,cyclonedx-gomod,25,25,25,25,35,35,yes,36,35,25/0/10/25/0/0/25/0/0,25/0/10/25/0/0/25/0/0,,,no,match
32leaves__bel,syft,1,1,3,3,9,9,yes,10,9,8/0/1/1/7/0/3/5/0,8/0/1/1/7/0/3/5/0,,,no,match
32leaves__bel,trivy,1,1,3,3,9,9,yes,10,9,9/0/0/1/8/0/3/6/0,9/0/0/1/8/0/3/6/0,,,no,match
32leaves__bel,cdxgen,1,1,3,3,9,9,yes,10,9,1/0/8/1/0/0/1/0/2,1/0/8/1/0/0/1/0/2,,,no,match
32leaves__bel,cyclonedx-gomod,1,1,3,3,9,9,yes,10,9,1/0/8/1/0/0/1/0/2,1/0/8/1/0/0/1/0/2,,,no,match
42Atomys__webhooked,syft,26,26,29,29,181,181,yes,182,181,48/0/133/26/22/0/29/19/0,48/0/133/26/22/0/29/19/0,,,no,match
42Atomys__webhooked,trivy,26,26,29,29,181,181,yes,182,181,31/0/150/26/5/0/29/2/0,31/0/150/26/5/0/29/2/0,,,no,match
42Atomys__webhooked,cdxgen,26,26,29,29,181,181,yes,182,181,26/0/155/26/0/0/26/0/3,26/0/155/26/0/0/26/0/3,,,no,match
42Atomys__webhooked,cyclonedx-gomod,26,26,29,29,181,181,yes,182,181,27/0/154/26/1/0/26/1/3,27/0/154/26/1/0/26/1/3,,,no,match
99designs__gqlgen,syft,18,18,23,23,38,38,yes,39,38,31/44/7/18/57/0/23/52/0,31/44/7/18/57/0/23/52/0,,,no,match
99designs__gqlgen,trivy,18,18,23,23,38,38,yes,39,38,25/31/13/18/38/0/23/33/0,25/31/13/18/38/0/23/33/0,,,no,match
99designs__gqlgen,cdxgen,18,18,23,23,38,38,yes,39,38,18/20/20/18/20/0/18/20/5,18/20/20/18/20/0/18/20/5,,,no,match
99designs__gqlgen,cyclonedx-gomod,18,18,23,23,38,38,yes,39,38,19/0/19/18/1/0/18/1/5,19/0/19/18/1/0/18/1/5,,,no,match
Ad3bay0c__routex,syft,33,33,39,39,89,89,yes,90,89,54/0/35/33/21/0/39/15/0,54/0/35/33/21/0/39/15/0,,,no,match
Ad3bay0c__routex,trivy,33,33,39,39,89,89,yes,90,89,39/0/50/33/6/0/39/0/0,39/0/50/33/6/0/39/0/0,,,no,match
Ad3bay0c__routex,cdxgen,33,33,39,39,89,89,yes,90,89,33/0/56/33/0/0/33/0/6,33/0/56/33/0/0/33/0/6,,,no,match
Ad3bay0c__routex,cyclonedx-gomod,33,33,39,39,89,89,yes,90,89,33/0/56/33/0/0/33/0/6,33/0/56/33/0/0/33/0/6,,,no,match
AfterShip__email-verifier,syft,4,4,10,10,22,22,yes,23,22,14/0/8/4/10/0/10/4/0,14/0/8/4/10/0/10/4/0,,,no,match
AfterShip__email-verifier,trivy,4,4,10,10,22,22,yes,23,22,12/0/10/4/8/0/10/2/0,12/0/10/4/8/0/10/2/0,,,no,match
AfterShip__email-verifier,cdxgen,4,4,10,10,22,22,yes,23,22,4/0/18/4/0/0/4/0/6,4/0/18/4/0/0/4/0/6,,,no,match
AfterShip__email-verifier,cyclonedx-gomod,4,4,10,10,22,22,yes,23,22,4/0/18/4/0/0/4/0/6,4/0/18/4/0/0/4/0/6,,,no,match
Alejandro-M-P__git-courer,syft,45,45,49,49,74,74,yes,75,74,63/0/11/45/18/0/49/14/0,63/0/11/45/18/0/49/14/0,,,no,match
Alejandro-M-P__git-courer,trivy,45,45,49,49,74,74,yes,75,74,52/0/22/45/7/0/49/3/0,52/0/22/45/7/0/49/3/0,,,no,match
Alejandro-M-P__git-courer,cdxgen,45,45,49,49,74,74,yes,75,74,45/0/29/45/0/0/45/0/4,45/0/29/45/0/0/45/0/4,,,no,match
Alejandro-M-P__git-courer,cyclonedx-gomod,45,45,49,49,74,74,yes,75,74,47/0/27/45/2/0/45/2/4,47/0/27/45/2/0/45/2/4,,,no,match
AllenDang__cimgui-go,syft,8,8,8,8,30,30,yes,31,30,14/15/16/8/21/0/8/21/0,14/15/16/8/21/0/8/21/0,,,no,match
AllenDang__cimgui-go,trivy,8,8,8,8,30,30,yes,31,30,13/6/17/8/11/0/8/11/0,13/6/17/8/11/0/8/11/0,,,no,match
AllenDang__cimgui-go,cdxgen,8,8,8,8,30,30,yes,31,30,10/5/20/8/7/0/8/7/0,10/5/20/8/7/0/8/7/0,,,no,match
AllenDang__cimgui-go,cyclonedx-gomod,8,8,8,8,30,30,yes,31,30,11/0/19/8/3/0/8/3/0,11/0/19/8/3/0/8/3/0,,,no,match
Allenxuxu__gev,syft,19,19,23,23,63,63,yes,64,63,31/0/32/19/12/0/23/8/0,31/0/32/19/12/0/23/8/0,,,no,match
Allenxuxu__gev,trivy,19,19,23,23,63,63,yes,64,63,63/0/0/19/44/0/23/40/0,63/0/0/19/44/0/23/40/0,,,no,match
Allenxuxu__gev,cdxgen,19,19,23,23,63,63,yes,64,63,19/0/44/19/0/0/19/0/4,19/0/44/19/0/0/19/0/4,,,no,match
Allenxuxu__gev,cyclonedx-gomod,19,19,23,23,63,63,yes,64,63,19/0/44/19/0/0/19/0/4,19/0/44/19/0/0/19/0/4,,,no,match
Allra-Fintech__mdv,syft,6,6,6,6,15,15,yes,16,15,9/0/6/6/3/0/6/3/0,9/0/6/6/3/0/6/3/0,,,no,match
Allra-Fintech__mdv,trivy,6,6,6,6,15,15,yes,16,15,6/0/9/6/0/0/6/0/0,6/0/9/6/0/0/6/0/0,,,no,match
Allra-Fintech__mdv,cdxgen,6,6,6,6,15,15,yes,16,15,6/0/9/6/0/0/6/0/0,6/0/9/6/0/0/6/0/0,,,no,match
Allra-Fintech__mdv,cyclonedx-gomod,6,6,6,6,15,15,yes,16,15,6/0/9/6/0/0/6/0/0,6/0/9/6/0/0/6/0/0,,,no,match
Andrew-M-C__go.jsonvalue,syft,1,1,4,4,10,10,yes,11,10,4/0/6/1/3/0/4/0/0,4/0/6/1/3/0/4/0/0,,,no,match
Andrew-M-C__go.jsonvalue,trivy,1,1,4,4,10,10,yes,11,10,10/0/0/1/9/0/4/6/0,10/0/0/1/9/0/4/6/0,,,no,match
Andrew-M-C__go.jsonvalue,cdxgen,1,1,4,4,10,10,yes,11,10,1/0/9/1/0/0/1/0/3,1/0/9/1/0/0/1/0/3,,,no,match
Andrew-M-C__go.jsonvalue,cyclonedx-gomod,1,1,4,4,10,10,yes,11,10,1/0/9/1/0/0/1/0/3,1/0/9/1/0/0/1/0/3,,,no,match
Antonboom__testifylint,syft,3,3,3,3,8,8,yes,9,8,6/16/2/3/19/0/3/19/0,6/16/2/3/19/0/3/19/0,,,no,match
Antonboom__testifylint,trivy,3,3,3,3,8,8,yes,9,8,4/12/4/3/13/0/3/13/0,4/12/4/3/13/0/3/13/0,,,no,match
Antonboom__testifylint,cdxgen,3,3,3,3,8,8,yes,9,8,4/11/4/3/12/0/3/12/0,4/11/4/3/12/0/3/12/0,,,no,match
Antonboom__testifylint,cyclonedx-gomod,3,3,3,3,8,8,yes,9,8,2/0/6/2/0/1/2/0/1,2/0/6/2/0/1/2/0/1,,,no,match
Antonito__gfile,syft,31,31,35,35,51,51,yes,52,51,40/0/11/31/9/0/35/5/0,40/0/11/31/9/0/35/5/0,,,no,match
Antonito__gfile,trivy,31,31,35,35,51,51,yes,52,51,36/0/15/31/5/0/35/1/0,36/0/15/31/5/0/35/1/0,,,no,match
Antonito__gfile,cdxgen,31,31,35,35,51,51,yes,52,51,31/0/20/31/0/0/31/0/4,31/0/20/31/0/0/31/0/4,,,no,match
Antonito__gfile,cyclonedx-gomod,31,31,35,35,51,51,yes,52,51,32/0/19/31/1/0/31/1/4,32/0/19/31/1/0/31/1/4,,,no,match
AppsFlyer__go-sundheit,syft,1,1,7,7,11,11,yes,12,11,10/5/1/1/14/0/7/8/0,10/5/1/1/14/0/7/8/0,,,no,match
AppsFlyer__go-sundheit,trivy,1,1,7,7,11,11,yes,12,11,9/3/2/1/11/0/7/5/0,9/3/2/1/11/0/7/5/0,,,no,match
AppsFlyer__go-sundheit,cdxgen,1,1,7,7,11,11,yes,12,11,1/1/10/1/1/0/1/1/6,1/1/10/1/1/0/1/1/6,,,no,match
AppsFlyer__go-sundheit,cyclonedx-gomod,1,1,7,7,11,11,yes,12,11,1/0/10/1/0/0/1/0/6,1/0/10/1/0/0/1/0/6,,,no,match
Balaji01-4D__pgxcli,syft,63,63,66,66,164,164,yes,165,164,130/0/34/63/67/0/66/64/0,130/0/34/63/67/0/66/64/0,,,no,match
Balaji01-4D__pgxcli,trivy,63,63,66,66,164,164,yes,165,164,112/0/52/63/49/0/66/46/0,112/0/52/63/49/0/66/46/0,,,no,match
Balaji01-4D__pgxcli,cdxgen,63,63,66,66,164,164,yes,165,164,63/0/101/63/0/0/63/0/3,63/0/101/63/0/0/63/0/3,,,no,match
Balaji01-4D__pgxcli,cyclonedx-gomod,63,63,66,66,164,164,yes,165,164,64/0/100/63/1/0/63/1/3,64/0/100/63/1/0/63/1/3,,,no,match
Bilibili__discovery,syft,23,23,27,27,211,211,yes,212,211,39/0/172/23/16/0/27/12/0,39/0/172/23/16/0/27/12/0,,,no,match
Bilibili__discovery,trivy,23,23,27,27,211,211,yes,212,211,211/0/0/23/188/0/27/184/0,211/0/0/23/188/0/27/184/0,,,no,match
Bilibili__discovery,cdxgen,23,23,27,27,211,211,yes,212,211,23/0/188/23/0/0/23/0/4,23/0/188/23/0/0/23/0/4,,,no,match
Bilibili__discovery,cyclonedx-gomod,23,23,27,27,211,211,yes,212,211,26/0/185/23/3/0/23/3/4,26/0/185/23/3/0/23/3/4,,,no,match
Boeing__config-file-validator,syft,42,42,47,47,100,100,yes,101,100,66/0/34/42/24/0/47/19/0,66/0/34/42/24/0/47/19/0,,,no,match
Boeing__config-file-validator,trivy,42,42,47,47,100,100,yes,101,100,48/0/52/42/6/0/47/1/0,48/0/52/42/6/0/47/1/0,,,no,match
Boeing__config-file-validator,cdxgen,42,42,47,47,100,100,yes,101,100,42/0/58/42/0/0/42/0/5,42/0/58/42/0/0/42/0/5,,,no,match
Boeing__config-file-validator,cyclonedx-gomod,42,42,47,47,100,100,yes,101,100,44/0/56/42/2/0/43/1/4,44/0/56/42/2/0/43/1/4,,,no,match
Breeze0806__go-etl,syft,54,54,54,54,103,103,yes,104,103,75/0/28/54/21/0/54/21/0,75/0/28/54/21/0/54/21/0,,,no,match
Breeze0806__go-etl,trivy,54,54,54,54,103,103,yes,104,103,55/0/48/54/1/0/54/1/0,55/0/48/54/1/0/54/1/0,,,no,match
Breeze0806__go-etl,cdxgen,54,54,54,54,103,103,yes,104,103,54/0/49/54/0/0/54/0/0,54/0/49/54/0/0/54/0/0,,,no,match
Breeze0806__go-etl,cyclonedx-gomod,54,54,54,54,103,103,yes,104,103,55/0/48/54/1/0/54/1/0,55/0/48/54/1/0/54/1/0,,,no,match
BrianLeishman__go-imap,syft,26,26,26,26,37,37,yes,38,37,30/0/7/26/4/0/26/4/0,30/0/7/26/4/0/26/4/0,,,no,match
BrianLeishman__go-imap,trivy,26,26,26,26,37,37,yes,38,37,26/0/11/26/0/0/26/0/0,26/0/11/26/0/0/26/0/0,,,no,match
BrianLeishman__go-imap,cdxgen,26,26,26,26,37,37,yes,38,37,26/0/11/26/0/0/26/0/0,26/0/11/26/0/0/26/0/0,,,no,match
BrianLeishman__go-imap,cyclonedx-gomod,26,26,26,26,37,37,yes,38,37,26/0/11/26/0/0/26/0/0,26/0/11/26/0/0/26/0/0,,,no,match
C2FO__vfs,syft,87,87,94,94,268,268,yes,269,268,131/9/137/87/53/0/94/46/0,131/9/137/87/53/0/94/46/0,,,no,match
C2FO__vfs,trivy,87,87,94,94,268,268,yes,269,268,97/6/171/87/16/0/94/9/0,97/6/171/87/16/0/94/9/0,,,no,match
C2FO__vfs,cdxgen,87,87,94,94,268,268,yes,269,268,90/3/178/87/6/0/89/4/5,90/3/178/87/6/0/89/4/5,,,no,match
C2FO__vfs,cyclonedx-gomod,87,87,94,94,268,268,yes,269,268,87/0/181/86/1/1/86/1/8,87/0/181/86/1/1/86/1/8,,,no,match
CalebQ42__bbConvert,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
CalebQ42__bbConvert,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
CalebQ42__bbConvert,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
CalebQ42__bbConvert,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
ChainSafe__gossamer,syft,193,193,196,196,565,565,yes,566,565,241/18/324/190/69/3/193/66/3,241/18/324/190/69/3/193/66/3,,,no,match
ChainSafe__gossamer,trivy,193,193,196,196,565,565,yes,566,565,212/16/353/190/38/3/193/35/3,212/16/353/190/38/3/193/35/3,,,no,match
ChainSafe__gossamer,cdxgen,193,193,196,196,565,565,yes,566,565,198/7/367/193/12/0/193/12/3,198/7/367/193/12/0/193/12/3,,,no,match
ChainSafe__gossamer,cyclonedx-gomod,193,193,196,196,565,565,yes,566,565,189/3/376/181/11/12/181/11/15,189/3/376/181/11/12/181/11/15,,,no,match
ClickHouse__clickhouse-go,syft,55,55,56,56,105,105,yes,106,105,77/0/28/55/22/0/56/21/0,77/0/28/55/22/0/56/21/0,,,no,match
ClickHouse__clickhouse-go,trivy,55,55,56,56,105,105,yes,106,105,63/0/42/55/8/0/56/7/0,63/0/42/55/8/0/56/7/0,,,no,match
ClickHouse__clickhouse-go,cdxgen,55,55,56,56,105,105,yes,106,105,55/0/50/55/0/0/55/0/1,55/0/50/55/0/0/55/0/1,,,no,match
ClickHouse__clickhouse-go,cyclonedx-gomod,55,55,56,56,105,105,yes,106,105,62/0/43/55/7/0/55/7/1,62/0/43/55/7/0/55/7/1,,,no,match
Clivern__Beaver,syft,41,41,41,41,172,172,yes,173,172,67/0/105/41/26/0/41/26/0,67/0/105/41/26/0/41/26/0,,,no,match
Clivern__Beaver,trivy,41,41,41,41,172,172,yes,173,172,55/0/117/41/14/0/41/14/0,55/0/117/41/14/0/41/14/0,,,no,match
Clivern__Beaver,cdxgen,41,41,41,41,172,172,yes,173,172,41/0/131/41/0/0/41/0/0,41/0/131/41/0/0/41/0/0,,,no,match
Clivern__Beaver,cyclonedx-gomod,41,41,41,41,172,172,yes,173,172,51/0/121/41/10/0/41/10/0,51/0/121/41/10/0/41/10/0,,,no,match
CloudyKit__jet,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
CloudyKit__jet,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
CloudyKit__jet,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
CloudyKit__jet,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
Code-Hex__Neo-cowsay,syft,3,3,4,4,5,5,yes,6,5,5/16/0/3/18/0/4/17/0,5/16/0/3/18/0/4/17/0,,,no,match
Code-Hex__Neo-cowsay,trivy,3,3,4,4,5,5,yes,6,5,5/22/0/3/24/0/4/23/0,5/22/0/3/24/0/4/23/0,,,no,match
Code-Hex__Neo-cowsay,cdxgen,3,3,4,4,5,5,yes,6,5,3/13/2/3/13/0/3/13/1,3/13/2/3/13/0/3/13/1,,,no,match
Code-Hex__Neo-cowsay,cyclonedx-gomod,3,3,4,4,5,5,yes,6,5,3/0/2/3/0/0/3/0/1,3/0/2/3/0/0/3/0/1,,,no,match
Colin4k1024__Aetheris,syft,124,124,124,124,267,267,yes,268,267,153/15/114/124/44/0/124/44/0,153/15/114/124/44/0/124/44/0,,,no,match
Colin4k1024__Aetheris,trivy,124,124,124,124,267,267,yes,268,267,132/13/135/124/21/0/124/21/0,132/13/135/124/21/0/124/21/0,,,no,match
Colin4k1024__Aetheris,cdxgen,124,124,124,124,267,267,yes,268,267,125/11/142/124/12/0/124/12/0,125/11/142/124/12/0/124/12/0,,,no,match
Colin4k1024__Aetheris,cyclonedx-gomod,124,124,124,124,267,267,yes,268,267,126/0/141/121/5/3/121/5/3,126/0/141/121/5/3/121/5/3,,,no,match
CovenantSQL__CovenantSQL,syft,87,87,92,92,238,238,yes,239,238,126/1/112/86/41/1/91/36/1,126/1/112/86/41/1/91/36/1,,,no,match
CovenantSQL__CovenantSQL,trivy,87,87,92,92,238,238,yes,239,238,237/1/1/86/152/1/91/147/1,237/1/1/86/152/1/91/147/1,,,no,match
CovenantSQL__CovenantSQL,cdxgen,87,87,92,92,238,238,yes,239,238,87/0/151/87/0/0/87/0/5,87/0/151/87/0/0/87/0/5,,,no,match
CovenantSQL__CovenantSQL,cyclonedx-gomod,87,87,92,92,238,238,yes,239,238,93/1/145/86/8/1/86/8/6,93/1/145/86/8/1/86/8/6,,,no,match
Crocmagnon__fatcontext,syft,3,3,3,3,8,8,yes,9,8,4/0/4/3/1/0/3/1/0,4/0/4/3/1/0/3/1/0,,,no,match
Crocmagnon__fatcontext,trivy,3,3,3,3,8,8,yes,9,8,3/0/5/3/0/0/3/0/0,3/0/5/3/0/0/3/0/0,,,no,match
Crocmagnon__fatcontext,cdxgen,3,3,3,3,8,8,yes,9,8,3/0/5/3/0/0/3/0/0,3/0/5/3/0/0/3/0/0,,,no,match
Crocmagnon__fatcontext,cyclonedx-gomod,3,3,3,3,8,8,yes,9,8,2/0/6/2/0/1/2/0/1,2/0/6/2/0/1/2/0/1,,,no,match
DATA-DOG__go-sqlmock,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
DATA-DOG__go-sqlmock,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
DATA-DOG__go-sqlmock,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
DATA-DOG__go-sqlmock,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
DMcP89__tinycare-tui,syft,29,29,31,31,64,64,yes,65,64,51/0/13/29/22/0/31/20/0,51/0/13/29/22/0/31/20/0,,,no,match
DMcP89__tinycare-tui,trivy,29,29,31,31,64,64,yes,65,64,36/0/28/29/7/0/31/5/0,36/0/28/29/7/0/31/5/0,,,no,match
DMcP89__tinycare-tui,cdxgen,29,29,31,31,64,64,yes,65,64,29/0/35/29/0/0/29/0/2,29/0/35/29/0/0/29/0/2,,,no,match
DMcP89__tinycare-tui,cyclonedx-gomod,29,29,31,31,64,64,yes,65,64,33/0/31/29/4/0/29/4/2,33/0/31/29/4/0/29/4/2,,,no,match
DarthPestilane__easytcp,syft,11,11,15,15,30,30,yes,31,30,20/0/10/11/9/0/15/5/0,20/0/10/11/9/0/15/5/0,,,no,match
DarthPestilane__easytcp,trivy,11,11,15,15,30,30,yes,31,30,18/0/12/11/7/0/15/3/0,18/0/12/11/7/0/15/3/0,,,no,match
DarthPestilane__easytcp,cdxgen,11,11,15,15,30,30,yes,31,30,11/0/19/11/0/0/11/0/4,11/0/19/11/0/0/11/0/4,,,no,match
DarthPestilane__easytcp,cyclonedx-gomod,11,11,15,15,30,30,yes,31,30,14/0/16/11/3/0/11/3/4,14/0/16/11/3/0/11/3/4,,,no,match
DeRuina__timberjack,syft,1,1,2,2,2,2,yes,3,2,2/0/0/1/1/0/2/0/0,2/0/0/1/1/0/2/0/0,,,no,match
DeRuina__timberjack,trivy,1,1,2,2,2,2,yes,3,2,2/0/0/1/1/0/2/0/0,2/0/0/1/1/0/2/0/0,,,no,match
DeRuina__timberjack,cdxgen,1,1,2,2,2,2,yes,3,2,1/0/1/1/0/0/1/0/1,1/0/1/1/0/0/1/0/1,,,no,match
DeRuina__timberjack,cyclonedx-gomod,1,1,2,2,2,2,yes,3,2,1/0/1/1/0/0/1/0/1,1/0/1/1/0/0/1/0/1,,,no,match
DrmagicE__gmqtt,syft,47,47,47,47,312,312,yes,313,312,119/0/193/47/72/0/47/72/0,119/0/193/47/72/0/47/72/0,,,no,match
DrmagicE__gmqtt,trivy,47,47,47,47,312,312,yes,313,312,105/0/207/47/58/0/47/58/0,105/0/207/47/58/0/47/58/0,,,no,match
DrmagicE__gmqtt,cdxgen,47,47,47,47,312,312,yes,313,312,47/0/265/47/0/0/47/0/0,47/0/265/47/0/0/47/0/0,,,no,match
DrmagicE__gmqtt,cyclonedx-gomod,47,47,47,47,312,312,yes,313,312,104/0/208/47/57/0/47/57/0,104/0/208/47/57/0/47/57/0,,,no,match
DylanMeeus__hasgo,syft,2,2,2,2,8,8,yes,9,8,2/1/6/2/1/0/2/1/0,2/1/6/2/1/0/2/1/0,,,no,match
DylanMeeus__hasgo,trivy,2,2,2,2,8,8,yes,9,8,8/1/0/2/7/0/2/7/0,8/1/0/2/7/0/2/7/0,,,no,match
DylanMeeus__hasgo,cdxgen,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
DylanMeeus__hasgo,cyclonedx-gomod,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
Dynom__TySug,syft,8,8,9,9,16,16,yes,17,16,13/0/3/8/5/0/9/4/0,13/0/3/8/5/0/9/4/0,,,no,match
Dynom__TySug,trivy,8,8,9,9,16,16,yes,17,16,10/0/6/8/2/0/9/1/0,10/0/6/8/2/0/9/1/0,,,no,match
Dynom__TySug,cdxgen,8,8,9,9,16,16,yes,17,16,8/0/8/8/0/0/8/0/1,8/0/8/8/0/0/8/0/1,,,no,match
Dynom__TySug,cyclonedx-gomod,8,8,9,9,16,16,yes,17,16,9/0/7/8/1/0/8/1/1,9/0/7/8/1/0/8/1/1,,,no,match
EchoVault__EchoVault,syft,30,30,31,31,96,96,yes,97,96,40/0/56/30/10/0/31/9/0,40/0/56/30/10/0/31/9/0,,,no,match
EchoVault__EchoVault,trivy,30,30,31,31,96,96,yes,97,96,31/0/65/30/1/0/31/0/0,31/0/65/30/1/0/31/0/0,,,no,match
EchoVault__EchoVault,cdxgen,30,30,31,31,96,96,yes,97,96,30/0/66/30/0/0/30/0/1,30/0/66/30/0/0/30/0/1,,,no,match
EchoVault__EchoVault,cyclonedx-gomod,30,30,31,31,96,96,yes,97,96,30/0/66/30/0/0/30/0/1,30/0/66/30/0/0/30/0/1,,,no,match
Edgenesis__shifu,syft,126,126,134,134,435,435,yes,436,435,166/0/269/126/40/0/134/32/0,166/0/269/126/40/0/134/32/0,,,no,match
Edgenesis__shifu,trivy,126,126,134,134,435,435,yes,436,435,137/0/298/126/11/0/134/3/0,137/0/298/126/11/0/134/3/0,,,no,match
Edgenesis__shifu,cdxgen,126,126,134,134,435,435,yes,436,435,126/0/309/126/0/0/126/0/8,126/0/309/126/0/0/126/0/8,,,no,match
Edgenesis__shifu,cyclonedx-gomod,126,126,134,134,435,435,yes,436,435,119/0/316/118/1/8/118/1/16,119/0/316/118/1/8/118/1/16,,,no,match
EngoEngine__engo,syft,17,17,21,21,45,45,yes,46,45,31/0/14/17/14/0/21/10/0,31/0/14/17/14/0/21/10/0,,,no,match
