cel.dev/expr	v0.25.1
cloud.google.com/go	v0.123.0
cloud.google.com/go/auth	v0.18.2
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/iam	v1.5.3
cloud.google.com/go/logging	v1.13.2
cloud.google.com/go/longrunning	v0.8.0
cloud.google.com/go/monitoring	v1.24.3
cloud.google.com/go/storage	v1.56.0
cloud.google.com/go/trace	v1.11.7
github.com/Azure/azure-sdk-for-go/sdk/azcore	v1.21.0
github.com/Azure/azure-sdk-for-go/sdk/azidentity	v1.13.1
github.com/Azure/azure-sdk-for-go/sdk/internal	v1.11.2
github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/storage/armstorage	v1.5.0
github.com/Azure/azure-sdk-for-go/sdk/storage/azblob	v1.3.2
github.com/AzureAD/microsoft-authentication-library-for-go	v1.6.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.31.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.53.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/cloudmock	v0.53.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.53.0
github.com/RoaringBitmap/roaring	v1.5.0
github.com/aws/aws-sdk-go	v1.55.8
github.com/aws/aws-sdk-go-v2	v1.41.4
github.com/aws/aws-sdk-go-v2/aws/protocol/eventstream	v1.7.2
github.com/aws/aws-sdk-go-v2/config	v1.32.12
github.com/aws/aws-sdk-go-v2/credentials	v1.19.12
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.20
github.com/aws/aws-sdk-go-v2/feature/s3/manager	v1.19.13
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.20
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.20
github.com/aws/aws-sdk-go-v2/internal/ini	v1.8.6
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.10
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.7
github.com/aws/aws-sdk-go-v2/service/internal/checksum	v1.9.1
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.20
github.com/aws/aws-sdk-go-v2/service/internal/s3shared	v1.19.10
github.com/aws/aws-sdk-go-v2/service/s3	v1.88.5
