cel.dev/expr	v0.25.1
cloud.google.com/go	v0.116.0
cloud.google.com/go/accessapproval	v1.8.2
cloud.google.com/go/accesscontextmanager	v1.9.2
cloud.google.com/go/aiplatform	v1.69.0
cloud.google.com/go/analytics	v0.25.2
cloud.google.com/go/apigateway	v1.7.2
cloud.google.com/go/apigeeconnect	v1.7.2
cloud.google.com/go/apigeeregistry	v0.9.2
cloud.google.com/go/appengine	v1.9.2
cloud.google.com/go/area120	v0.9.2
cloud.google.com/go/artifactregistry	v1.16.0
cloud.google.com/go/asset	v1.20.3
cloud.google.com/go/assuredworkloads	v1.12.2
cloud.google.com/go/auth	v0.13.0
cloud.google.com/go/auth/oauth2adapt	v0.2.6
cloud.google.com/go/automl	v1.14.2
cloud.google.com/go/baremetalsolution	v1.3.2
cloud.google.com/go/batch	v1.11.2
cloud.google.com/go/beyondcorp	v1.1.2
cloud.google.com/go/bigquery	v1.64.0
cloud.google.com/go/bigtable	v1.33.0
cloud.google.com/go/billing	v1.19.2
cloud.google.com/go/binaryauthorization	v1.9.2
cloud.google.com/go/certificatemanager	v1.9.2
cloud.google.com/go/channel	v1.19.1
cloud.google.com/go/cloudbuild	v1.19.0
cloud.google.com/go/clouddms	v1.8.2
cloud.google.com/go/cloudtasks	v1.13.2
cloud.google.com/go/compute	v1.29.0
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/contactcenterinsights	v1.15.1
cloud.google.com/go/container	v1.42.0
cloud.google.com/go/containeranalysis	v0.13.2
cloud.google.com/go/datacatalog	v1.23.0
cloud.google.com/go/dataflow	v0.10.2
cloud.google.com/go/dataform	v0.10.2
cloud.google.com/go/datafusion	v1.8.2
cloud.google.com/go/datalabeling	v0.9.2
cloud.google.com/go/dataplex	v1.19.2
cloud.google.com/go/dataproc/v2	v2.10.0
cloud.google.com/go/dataqna	v0.9.2
cloud.google.com/go/datastore	v1.20.0
cloud.google.com/go/datastream	v1.11.2
cloud.google.com/go/deploy	v1.25.0
cloud.google.com/go/dialogflow	v1.60.0
cloud.google.com/go/dlp	v1.20.0
cloud.google.com/go/documentai	v1.35.0
cloud.google.com/go/domains	v0.10.2
cloud.google.com/go/edgecontainer	v1.4.0
cloud.google.com/go/errorreporting	v0.3.1
cloud.google.com/go/essentialcontacts	v1.7.2
cloud.google.com/go/eventarc	v1.15.0
cloud.google.com/go/filestore	v1.9.2
cloud.google.com/go/firestore	v1.17.0
cloud.google.com/go/functions	v1.19.2
cloud.google.com/go/gkebackup	v1.6.2
cloud.google.com/go/gkeconnect	v0.12.0
cloud.google.com/go/gkehub	v0.15.2
cloud.google.com/go/gkemulticloud	v1.4.1
cloud.google.com/go/gsuiteaddons	v1.7.2
cloud.google.com/go/iam	v1.2.2
cloud.google.com/go/iap	v1.10.2
cloud.google.com/go/ids	v1.5.2
cloud.google.com/go/iot	v1.8.2
cloud.google.com/go/kms	v1.20.1
cloud.google.com/go/language	v1.14.2
cloud.google.com/go/lifesciences	v0.10.2
cloud.google.com/go/logging	v1.12.0
cloud.google.com/go/longrunning	v0.6.2
cloud.google.com/go/managedidentities	v1.7.2
cloud.google.com/go/maps	v1.15.0
cloud.google.com/go/mediatranslation	v0.9.2
cloud.google.com/go/memcache	v1.11.2
cloud.google.com/go/metastore	v1.14.2
cloud.google.com/go/monitoring	v1.21.2
cloud.google.com/go/networkconnectivity	v1.15.2
cloud.google.com/go/networkmanagement	v1.16.0
cloud.google.com/go/networksecurity	v0.10.2
cloud.google.com/go/notebooks	v1.12.2
cloud.google.com/go/optimization	v1.7.2
cloud.google.com/go/orchestration	v1.11.1
cloud.google.com/go/orgpolicy	v1.14.1
cloud.google.com/go/osconfig	v1.14.2
cloud.google.com/go/oslogin	v1.14.2
cloud.google.com/go/phishingprotection	v0.9.2
cloud.google.com/go/policytroubleshooter	v1.11.2
cloud.google.com/go/privatecatalog	v0.10.2
cloud.google.com/go/profiler	v0.3.1
