cloud.google.com/go	v0.65.0
cloud.google.com/go/bigquery	v1.8.0
cloud.google.com/go/datastore	v1.1.0
cloud.google.com/go/pubsub	v1.3.1
cloud.google.com/go/storage	v1.10.0
dmitri.shuralyov.com/gpu/mtl	v0.0.0-20190408044501-666a987793e9
gioui.org	v0.0.0-20210308172011-57750fc8a0a6
git.sr.ht/~sbinet/gg	v0.3.1
github.com/BurntSushi/toml	v1.1.0
github.com/BurntSushi/xgb	v0.0.0-20160522181843-27f122750802
github.com/ajstarks/deck	v0.0.0-20200831202436-30c9fc6549a9
github.com/ajstarks/deck/generate	v0.0.0-20210309230005-c3f852c02e19
github.com/ajstarks/svgo	v0.0.0-20211024235047-1546f124cd8b
github.com/alecthomas/template	v0.0.0-20190718012654-fb15b899a751
github.com/alecthomas/units	v0.0.0-20190924025748-f65c72e2690d
github.com/aws/aws-sdk-go	v1.44.51
github.com/beorn7/perks	v1.0.1
github.com/boombuler/barcode	v1.0.1
github.com/census-instrumentation/opencensus-proto	v0.2.1
github.com/cespare/xxhash/v2	v2.1.2
github.com/chzyer/logex	v1.1.10
github.com/chzyer/readline	v0.0.0-20180603132655-2972be24d48e
github.com/chzyer/test	v0.0.0-20180213035817-a1ea475d72b1
github.com/client9/misspell	v0.3.4
github.com/cncf/udpa/go	v0.0.0-20191209042840-269d4d468f6f
github.com/cpuguy83/go-md2man/v2	v2.0.2
github.com/davecgh/go-spew	v1.1.1
github.com/envoyproxy/go-control-plane	v0.9.4
github.com/envoyproxy/protoc-gen-validate	v0.1.0
github.com/fatih/color	v1.13.0
github.com/fogleman/gg	v1.3.0
github.com/go-fonts/dejavu	v0.1.0
github.com/go-fonts/latin-modern	v0.2.0
github.com/go-fonts/liberation	v0.2.0
github.com/go-fonts/stix	v0.1.0
github.com/go-gl/glfw	v0.0.0-20190409004039-e6da0acd62b1
github.com/go-gl/glfw/v3.3/glfw	v0.0.0-20200222043503-6f7a984d4dc4
github.com/go-kit/kit	v0.9.0
github.com/go-kit/log	v0.1.0
github.com/go-latex/latex	v0.0.0-20210823091927-c0d11ff05a81
github.com/go-logfmt/logfmt	v0.5.0
github.com/go-pdf/fpdf	v0.6.0
github.com/go-stack/stack	v1.8.0
github.com/gogo/protobuf	v1.1.1
github.com/golang/freetype	v0.0.0-20170609003504-e2365dfdc4a0
github.com/golang/glog	v0.0.0-20160126235308-23def4e6c14b
github.com/golang/groupcache	v0.0.0-20200121045136-8c9f03a8e57e
github.com/golang/mock	v1.4.4
github.com/golang/protobuf	v1.5.2
github.com/google/btree	v1.0.0
github.com/google/go-cmp	v0.5.5
github.com/google/gofuzz	v1.0.0
github.com/google/martian	v2.1.0+incompatible
github.com/google/martian/v3	v3.0.0
github.com/google/pprof	v0.0.0-20200708004538-1a94d8640e99
github.com/google/renameio	v0.1.0
github.com/googleapis/gax-go/v2	v2.0.5
github.com/hashicorp/golang-lru	v0.5.1
github.com/ianlancetaylor/demangle	v0.0.0-20181102032728-5e5cf60278f6
github.com/jmespath/go-jmespath	v0.4.0
github.com/jmespath/go-jmespath/internal/testify	v1.5.1
github.com/jpillora/backoff	v1.0.0
github.com/json-iterator/go	v1.1.12
github.com/jstemmer/go-junit-report	v0.9.1
github.com/julienschmidt/httprouter	v1.3.0
github.com/jung-kurt/gofpdf	v1.0.0
github.com/k0kubun/go-ansi	v0.0.0-20180517002512-3bf9e2903213
github.com/kisielk/gotool	v1.0.0
github.com/konsorten/go-windows-terminal-sequences	v1.0.3
github.com/kr/logfmt	v0.0.0-20140226030751-b84e30acd515
github.com/kr/pretty	v0.1.0
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.1.0
github.com/mattn/go-colorable	v0.1.9
github.com/mattn/go-isatty	v0.0.16
github.com/mattn/go-runewidth	v0.0.14
github.com/matttproud/golang_protobuf_extensions	v1.0.1
github.com/mitchellh/colorstring	v0.0.0-20190213212951-d06e56a500db
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.2
github.com/mwitkow/go-conntrack	v0.0.0-20190716064945-2f068394615f
github.com/phpdave11/gofpdf	v1.4.2
github.com/phpdave11/gofpdi	v1.0.13
github.com/pkg/errors	v0.9.1
github.com/pmezard/go-difflib	v1.0.0
github.com/prometheus/client_golang	v1.12.2
github.com/prometheus/client_model	v0.2.0
github.com/prometheus/common	v0.32.1
github.com/prometheus/procfs	v0.7.3
github.com/rivo/uniseg	v0.4.2
github.com/rogpeppe/go-internal	v1.3.0
github.com/russross/blackfriday/v2	v2.1.0
github.com/ruudk/golang-pdf417	v0.0.0-20201230142125-a7e3863a1245
github.com/schollz/progressbar/v3	v3.12.1
github.com/sirupsen/logrus	v1.6.0
github.com/stretchr/objx	v0.1.1
github.com/stretchr/testify	v1.4.0
github.com/urfave/cli/v2	v2.10.3
github.com/xrash/smetrics	v0.0.0-20201216005158-039620a65673
github.com/yuin/goldmark	v1.2.1
go.opencensus.io	v0.22.4
golang.org/x/crypto	v0.0.0-20200622213623-75b288015ac9
golang.org/x/exp	v0.0.0-20200224162631-6cc2880d07d6
golang.org/x/image	v0.0.0-20220302094943-723b81ca9867
golang.org/x/lint	v0.0.0-20200302205851-738671d3881b
golang.org/x/mobile	v0.0.0-20190719004257-d2bd2a29d028
golang.org/x/mod	v0.6.0-dev.0.20220419223038-86c51ed26bb4
golang.org/x/net	v0.0.0-20220127200216-cd36cc0744dd
golang.org/x/oauth2	v0.0.0-20210514164344-f6687ab2804c
golang.org/x/sync	v0.0.0-20201207232520-09787c993a3a
golang.org/x/sys	v0.2.0
golang.org/x/term	v0.1.0
golang.org/x/text	v0.3.8
golang.org/x/time	v0.0.0-20191024005414-555d28b269f0
golang.org/x/tools	v0.1.12
golang.org/x/xerrors	v0.0.0-20200804184101-5ec99f83aff1
gonum.org/v1/gonum	v0.11.0
gonum.org/v1/plot	v0.11.0
google.golang.org/api	v0.30.0
google.golang.org/appengine	v1.6.6
google.golang.org/genproto	v0.0.0-20200825200019-8632dd797987
google.golang.org/grpc	v1.31.0
google.golang.org/protobuf	v1.26.0
gopkg.in/alecthomas/kingpin.v2	v2.2.6
gopkg.in/check.v1	v1.0.0-20190902080502-41f04d3bba15
gopkg.in/errgo.v2	v2.1.0
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
honnef.co/go/tools	v0.1.3
rsc.io/binaryregexp	v0.2.0
rsc.io/pdf	v0.1.1
rsc.io/quote/v3	v3.1.0
rsc.io/sampler	v1.3.0
