cel.dev/expr	v0.25.1
cloud.google.com/go/compute/metadata	v0.9.0
github.com/Azure/azure-sdk-for-go	v68.0.0+incompatible
github.com/Azure/azure-sdk-for-go/sdk/azcore	v1.22.0
github.com/Azure/azure-sdk-for-go/sdk/azidentity	v1.13.1
github.com/Azure/azure-sdk-for-go/sdk/data/azcosmos	v1.4.2
github.com/Azure/azure-sdk-for-go/sdk/internal	v1.12.0
github.com/AzureAD/microsoft-authentication-library-for-go	v1.6.0
github.com/DataDog/datadog-go	v3.2.0+incompatible
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.32.0
github.com/alecthomas/template	v0.0.0-20190718012654-fb15b899a751
github.com/alecthomas/units	v0.0.0-20190717042225-c3de453c63f4
github.com/alessandro-c/gomemcached-lock	v1.0.0
github.com/antihax/optional	v1.0.0
github.com/armon/circbuf	v0.0.0-20150827004946-bbbad097214e
github.com/armon/go-metrics	v0.4.1
github.com/armon/go-radix	v1.0.0
github.com/aws/aws-sdk-go-v2	v1.42.1
github.com/aws/aws-sdk-go-v2/config	v1.32.27
github.com/aws/aws-sdk-go-v2/credentials	v1.19.26
github.com/aws/aws-sdk-go-v2/feature/dynamodb/attributevalue	v1.20.50
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.18.30
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.4.30
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.7.30
github.com/aws/aws-sdk-go-v2/internal/v4a	v1.4.31
github.com/aws/aws-sdk-go-v2/service/dynamodb	v1.59.2
github.com/aws/aws-sdk-go-v2/service/dynamodbstreams	v1.34.2
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.13.13
github.com/aws/aws-sdk-go-v2/service/internal/endpoint-discovery	v1.12.7
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.13.30
github.com/aws/aws-sdk-go-v2/service/signin	v1.2.2
github.com/aws/aws-sdk-go-v2/service/sso	v1.31.5
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.36.8
github.com/aws/aws-sdk-go-v2/service/sts	v1.43.5
github.com/aws/smithy-go	v1.27.3
github.com/beorn7/perks	v1.0.1
github.com/bgentry/speakeasy	v0.1.0
github.com/bradfitz/gomemcache	v0.0.0-20250403215159-8d39553ac7cf
github.com/bsm/ginkgo/v2	v2.12.0
github.com/bsm/gomega	v1.27.10
github.com/cenkalti/backoff/v3	v3.2.2
github.com/cespare/xxhash/v2	v2.3.0
github.com/circonus-labs/circonus-gometrics	v2.3.1+incompatible
github.com/circonus-labs/circonusllhist	v0.1.3
github.com/cncf/xds/go	v0.0.0-20260202195803-dba9d589def2
github.com/coreos/go-semver	v0.3.1
github.com/coreos/go-systemd/v22	v22.5.0
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/dustin/go-humanize	v1.0.1
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.37.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.3
github.com/fatih/color	v1.16.0
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-kit/kit	v0.9.0
github.com/go-logfmt/logfmt	v0.4.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-redis/redis	v6.15.9+incompatible
github.com/go-redis/redis/v7	v7.4.1
github.com/go-redis/redis/v8	v8.11.5
github.com/go-redsync/redsync/v4	v4.16.0
github.com/go-stack/stack	v1.8.0
github.com/go-viper/mapstructure/v2	v2.4.0
github.com/godbus/dbus/v5	v5.0.4
github.com/gogo/protobuf	v1.3.2
github.com/golang-jwt/jwt/v5	v5.3.0
github.com/golang/glog	v1.2.5
github.com/golang/protobuf	v1.5.4
github.com/gomodule/redigo	v1.9.3
github.com/google/btree	v1.0.1
github.com/google/go-cmp	v0.7.0
github.com/google/gofuzz	v1.0.0
github.com/google/uuid	v1.6.0
github.com/grpc-ecosystem/go-grpc-middleware/providers/prometheus	v1.0.1
github.com/grpc-ecosystem/go-grpc-middleware/v2	v2.1.0
github.com/grpc-ecosystem/grpc-gateway/v2	v2.26.3
github.com/hashicorp/consul/api	v1.34.1
github.com/hashicorp/consul/sdk	v0.17.2
github.com/hashicorp/errwrap	v1.1.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-hclog	v1.5.0
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-msgpack	v0.5.5
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-retryablehttp	v0.5.3
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/go-sockaddr	v1.0.2
github.com/hashicorp/go-syslog	v1.0.0
github.com/hashicorp/go-uuid	v1.0.3
github.com/hashicorp/go-version	v1.2.1
github.com/hashicorp/golang-lru	v0.5.4
github.com/hashicorp/logutils	v1.0.0
github.com/hashicorp/mdns	v1.0.4
github.com/hashicorp/memberlist	v0.5.0
github.com/hashicorp/serf	v0.10.1
github.com/json-iterator/go	v1.1.9
github.com/julienschmidt/httprouter	v1.2.0
github.com/kisielk/errcheck	v1.5.0
github.com/kisielk/gotool	v1.0.0
github.com/klauspost/compress	v1.17.9
github.com/klauspost/cpuid/v2	v2.2.10
github.com/konsorten/go-windows-terminal-sequences	v1.0.1
github.com/kr/logfmt	v0.0.0-20140226030751-b84e30acd515
github.com/kr/pretty	v0.3.1
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/kylelemons/godebug	v1.1.0
github.com/lib/pq	v1.12.3
github.com/mattn/go-colorable	v0.1.13
github.com/mattn/go-isatty	v0.0.20
github.com/matttproud/golang_protobuf_extensions	v1.0.1
github.com/miekg/dns	v1.1.41
github.com/mitchellh/cli	v1.1.0
github.com/mitchellh/go-homedir	v1.1.0
github.com/mitchellh/mapstructure	v0.0.0-20160808181253-ca63d7c062ee
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.1
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/mwitkow/go-conntrack	v0.0.0-20161129095857-cc309e4a2223
github.com/pascaldekloe/goe	v0.1.0
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/errors	v0.9.1
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/posener/complete	v1.2.3
github.com/prometheus/client_golang	v1.20.5
github.com/prometheus/client_model	v0.6.1
github.com/prometheus/common	v0.62.0
github.com/prometheus/procfs	v0.15.1
github.com/redis/go-redis/v9	v9.21.0
github.com/redis/rueidis	v1.0.71
github.com/redis/rueidis/rueidiscompat	v1.0.71
github.com/rogpeppe/fastuuid	v1.2.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/ryanuber/columnize	v0.0.0-20160712163229-9b3edd62028f
github.com/samuel/go-zookeeper	v0.0.0-20201211165307-7117e9ea2414
github.com/sean-/seed	v0.0.0-20170313163322-e2103e2c3529
github.com/sirupsen/logrus	v1.4.2
github.com/spiffe/go-spiffe/v2	v2.6.0
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
github.com/stvp/tempredis	v0.0.0-20181119212430-b82af8480203
github.com/thanhpk/randstr	v1.0.4
github.com/tv42/httpunix	v0.0.0-20150427012821-b75d8614f926
github.com/valkey-io/valkey-go	v1.0.72
github.com/valkey-io/valkey-go/valkeycompat	v1.0.72
github.com/yuin/goldmark	v1.2.1
