cel.dev/expr	v0.25.1
cloud.google.com/go	v0.120.0
cloud.google.com/go/auth	v0.15.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/logging	v1.13.0
cloud.google.com/go/longrunning	v0.6.6
cloud.google.com/go/monitoring	v1.24.1
cloud.google.com/go/trace	v1.11.5
contrib.go.opencensus.io/exporter/stackdriver	v0.13.15-0.20230702191903-2de6d2748484
dario.cat/mergo	v1.0.2
filippo.io/edwards25519	v1.1.0
github.com/BurntSushi/toml	v1.4.0
github.com/DataDog/datadog-go	v3.2.0+incompatible
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.30.0
github.com/alecthomas/kingpin/v2	v2.4.0
github.com/alecthomas/template	v0.0.0-20190718012654-fb15b899a751
github.com/alecthomas/units	v0.0.0-20211218093645-b94a6e3cc137
github.com/antithesishq/antithesis-sdk-go	v0.4.3-default-no-op
github.com/armon/circbuf	v0.0.0-20150827004946-bbbad097214e
github.com/armon/go-metrics	v0.4.1
github.com/armon/go-radix	v1.0.0
github.com/aws/aws-sdk-go-v2	v1.36.3
github.com/aws/aws-sdk-go-v2/config	v1.29.12
github.com/aws/aws-sdk-go-v2/credentials	v1.17.65
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.16.30
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.3.34
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.6.34
github.com/aws/aws-sdk-go-v2/internal/ini	v1.8.3
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding	v1.12.3
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.12.15
github.com/aws/aws-sdk-go-v2/service/sso	v1.25.2
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.30.0
github.com/aws/aws-sdk-go-v2/service/sts	v1.33.17
github.com/aws/smithy-go	v1.22.3
github.com/beorn7/perks	v1.0.1
github.com/bgentry/speakeasy	v0.1.0
github.com/bitly/go-simplejson	v0.5.0
github.com/bmizerany/assert	v0.0.0-20160611221934-b7ed37b82869
github.com/census-instrumentation/opencensus-proto	v0.4.1
github.com/cespare/xxhash/v2	v2.3.0
github.com/circonus-labs/circonus-gometrics	v2.3.1+incompatible
github.com/circonus-labs/circonusllhist	v0.1.3
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/coreos/go-semver	v0.3.0
github.com/coreos/go-systemd/v22	v22.3.2
github.com/cornelk/hashmap	v1.0.8
github.com/cpuguy83/go-md2man/v2	v2.0.5
github.com/creack/pty	v1.1.9
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/dgryski/go-rendezvous	v0.0.0-20200823014737-9f7001d12a5f
github.com/dustin/go-humanize	v1.0.0
github.com/envoyproxy/go-control-plane	v0.14.0
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/fatih/color	v1.16.0
github.com/felixge/httpsnoop	v1.0.4
github.com/fsnotify/fsnotify	v1.6.0
github.com/go-jose/go-jose/v4	v4.1.3
github.com/go-kit/kit	v0.9.0
github.com/go-logfmt/logfmt	v0.4.0
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-redis/redis/v8	v8.11.5
github.com/go-sql-driver/mysql	v1.9.2
github.com/go-stack/stack	v1.8.0
github.com/godbus/dbus/v5	v5.0.4
github.com/gogo/protobuf	v1.3.2
github.com/golang-jwt/jwt/v5	v5.3.0
github.com/golang/glog	v1.2.5
github.com/golang/groupcache	v0.0.0-20241129210726-2c02b8208cf8
github.com/golang/protobuf	v1.5.4
github.com/google/btree	v1.0.1
github.com/google/go-cmp	v0.7.0
github.com/google/go-tpm	v0.9.3
github.com/google/go-tpm-tools	v0.3.13-0.20230620182252-4639ecce2aba
github.com/google/gofuzz	v1.0.0
github.com/google/s2a-go	v0.1.9
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.6
github.com/googleapis/gax-go/v2	v2.14.1
github.com/gorilla/websocket	v1.5.3
github.com/grpc-ecosystem/go-grpc-prometheus	v1.2.0
github.com/grpc-ecosystem/grpc-gateway	v1.16.0
github.com/hashicorp/consul/api	v1.32.1
github.com/hashicorp/consul/sdk	v0.16.1
github.com/hashicorp/errwrap	v1.1.0
github.com/hashicorp/go-cleanhttp	v0.5.2
github.com/hashicorp/go-hclog	v1.5.0
github.com/hashicorp/go-immutable-radix	v1.3.1
github.com/hashicorp/go-msgpack	v0.5.5
github.com/hashicorp/go-multierror	v1.1.1
github.com/hashicorp/go-retryablehttp	v0.5.3
github.com/hashicorp/go-rootcerts	v1.0.2
github.com/hashicorp/go-sockaddr	v1.0.2
github.com/hashicorp/go-syslog	v1.0.0
github.com/hashicorp/go-uuid	v1.0.3
github.com/hashicorp/go-version	v1.2.1
github.com/hashicorp/golang-lru	v1.0.2
github.com/hashicorp/logutils	v1.0.0
github.com/hashicorp/mdns	v1.0.4
