cloud.google.com/go	v0.110.2
cloud.google.com/go/compute/metadata	v0.3.0
cloud.google.com/go/iam	v0.13.0
cloud.google.com/go/storage	v1.29.0
dmitri.shuralyov.com/gpu/mtl	v0.0.0-20190408044501-666a987793e9
git.sr.ht/~sbinet/gg	v0.3.1
github.com/BurntSushi/toml	v1.2.1
github.com/BurntSushi/xgb	v0.0.0-20160522181843-27f122750802
github.com/CloudyKit/fastprinter	v0.0.0-20200109182630-33d98a066a53
github.com/CloudyKit/jet/v6	v6.2.0
github.com/DataDog/zstd	v1.5.7
github.com/FastFilter/xorfilter	v0.4.2-0.20260120015552-4e5a4d9df65a
github.com/GoogleCloudPlatform/cloudsql-proxy	v0.0.0-20190129172621-c8b1d7a94ddf
github.com/HdrHistogram/hdrhistogram-go	v1.1.2
github.com/Joker/jade	v1.1.3
github.com/OneOfOne/xxhash	v1.2.2
github.com/RaduBerinde/axisds/v3	v3.0.0-20260318150237-54e03a7b4b4a
github.com/RaduBerinde/btreemap	v0.0.0-20260105202824-d3184786f603
github.com/RaduBerinde/tdigest	v0.0.0-20251022152254-90e030c3a314
github.com/Shopify/goreferrer	v0.0.0-20220729165902-8cddb4f5de06
github.com/aclements/go-gg	v0.0.0-20170118225347-6dbb4e4fefb0
github.com/aclements/go-moremath	v0.0.0-20210112150236-f10218a38794
github.com/aclements/go-perfevent	v0.0.0-20240301234650-f7843625020f
github.com/ajstarks/svgo	v0.0.0-20211024235047-1546f124cd8b
github.com/alecthomas/kingpin/v2	v2.3.1
github.com/alecthomas/template	v0.0.0-20160405071501-a0175ee3bccc
github.com/alecthomas/units	v0.0.0-20211218093645-b94a6e3cc137
github.com/andybalholm/brotli	v1.0.5
github.com/armon/consul-api	v0.0.0-20180202201655-eb2c6b5be1b6
github.com/aymerick/douceur	v0.2.0
github.com/beorn7/perks	v1.0.1
github.com/cespare/xxhash	v1.1.0
github.com/cespare/xxhash/v2	v2.3.0
github.com/client9/misspell	v0.3.4
github.com/cockroachdb/crlib	v0.0.0-20251122031428-fe658a2dbda1
github.com/cockroachdb/datadriven	v1.0.3-0.20251123150250-ddff6747b112
github.com/cockroachdb/errors	v1.11.3
github.com/cockroachdb/logtags	v0.0.0-20230118201751-21c54148d20b
github.com/cockroachdb/metamorphic	v0.0.0-20231108215700-4ba948b56895
github.com/cockroachdb/redact	v1.1.5
github.com/cockroachdb/swiss	v0.0.0-20251224182025-b0f6560f979b
github.com/cockroachdb/tokenbucket	v0.0.0-20230807174530-cc333fc44b06
github.com/codegangsta/inject	v0.0.0-20150114235600-33e0aa1cb7c0
github.com/coreos/bbolt	v1.3.2
github.com/coreos/etcd	v3.3.10+incompatible
github.com/coreos/go-semver	v0.2.0
github.com/coreos/go-systemd	v0.0.0-20190321100706-95778dfbb74e
github.com/coreos/pkg	v0.0.0-20180928190104-399ea9e2e55f
github.com/cpuguy83/go-md2man/v2	v2.0.0
github.com/creack/pty	v1.1.9
github.com/davecgh/go-spew	v1.1.1
github.com/dgrijalva/jwt-go	v3.2.0+incompatible
github.com/dgryski/go-sip13	v0.0.0-20181026042036-e10d5fee7954
github.com/eknkc/amber	v0.0.0-20171010120322-cdade1c07385
github.com/fatih/structs	v1.1.0
github.com/flosch/pongo2/v4	v4.0.2
github.com/fogleman/gg	v1.2.1-0.20190220221249-0403632d5b90
github.com/fsnotify/fsnotify	v1.4.7
github.com/getsentry/sentry-go	v0.27.0
github.com/ghemawat/stream	v0.0.0-20171120220530-696b145b53b9
github.com/ghodss/yaml	v1.0.0
github.com/gin-contrib/sse	v0.1.0
github.com/gin-gonic/gin	v1.8.1
github.com/go-errors/errors	v1.4.2
github.com/go-fonts/liberation	v0.2.0
github.com/go-gl/glfw	v0.0.0-20190409004039-e6da0acd62b1
github.com/go-kit/kit	v0.8.0
github.com/go-kit/log	v0.2.1
github.com/go-latex/latex	v0.0.0-20210823091927-c0d11ff05a81
github.com/go-logfmt/logfmt	v0.5.1
github.com/go-martini/martini	v0.0.0-20170121215854-22fa46961aab
github.com/go-pdf/fpdf	v0.6.0
github.com/go-playground/locales	v0.14.0
github.com/go-playground/universal-translator	v0.18.0
github.com/go-playground/validator/v10	v10.11.1
github.com/go-sql-driver/mysql	v1.4.1
github.com/go-stack/stack	v1.8.0
github.com/goccy/go-json	v0.9.11
github.com/gogo/googleapis	v1.4.1
github.com/gogo/protobuf	v1.3.2
github.com/gogo/status	v1.1.0
github.com/golang/freetype	v0.0.0-20170609003504-e2365dfdc4a0
github.com/golang/glog	v0.0.0-20160126235308-23def4e6c14b
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/mock	v1.1.1
github.com/golang/protobuf	v1.5.3
github.com/golang/snappy	v0.0.5-0.20231225225746-43d5d4cd4e0e
github.com/gonum/blas	v0.0.0-20181208220705-f22b278b28ac
github.com/gonum/floats	v0.0.0-20181209220543-c233463c7e82
github.com/gonum/internal	v0.0.0-20181124074243-f884aa714029
github.com/gonum/lapack	v0.0.0-20181123203213-e4cdc5a0bff9
github.com/gonum/matrix	v0.0.0-20181209220409-c518dec07be9
github.com/google/btree	v1.1.3
github.com/google/go-cmp	v0.6.0
github.com/google/s2a-go	v0.1.4
github.com/google/safehtml	v0.0.2
github.com/google/uuid	v1.3.0
