cloud.google.com/go	v0.110.8
cloud.google.com/go/compute	v1.23.3
cloud.google.com/go/compute/metadata	v0.2.3
cloud.google.com/go/iam	v0.3.0
cloud.google.com/go/secretmanager	v1.4.0
cloud.google.com/go/storage	v1.22.0
github.com/BurntSushi/toml	v0.3.1
github.com/aws/aws-sdk-go	v1.44.12
github.com/aws/aws-sdk-go-v2	v1.17.1
github.com/aws/aws-sdk-go-v2/config	v1.18.3
github.com/aws/aws-sdk-go-v2/credentials	v1.13.3
github.com/aws/aws-sdk-go-v2/feature/ec2/imds	v1.12.19
github.com/aws/aws-sdk-go-v2/internal/configsources	v1.1.25
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2	v2.4.19
github.com/aws/aws-sdk-go-v2/internal/ini	v1.3.26
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url	v1.9.19
github.com/aws/aws-sdk-go-v2/service/sso	v1.11.25
github.com/aws/aws-sdk-go-v2/service/ssooidc	v1.13.8
github.com/aws/aws-sdk-go-v2/service/sts	v1.17.5
github.com/aws/smithy-go	v1.13.4
github.com/census-instrumentation/opencensus-proto	v0.4.1
github.com/cespare/xxhash/v2	v2.2.0
github.com/client9/misspell	v0.3.4
github.com/cncf/udpa/go	v0.0.0-20220112060539-c52dc94e7fbe
github.com/cncf/xds/go	v0.0.0-20230607035331-e9ce68804cb4
github.com/creack/pty	v1.1.9
github.com/davecgh/go-spew	v1.1.1
github.com/decred/dcrd/crypto/blake256	v1.0.1
github.com/decred/dcrd/dcrec/secp256k1/v4	v4.2.0
github.com/denisenkom/go-mssqldb	v0.12.3
github.com/envoyproxy/go-control-plane	v0.11.1
github.com/envoyproxy/protoc-gen-validate	v1.0.2
github.com/go-errors/errors	v1.5.1
github.com/go-sql-driver/mysql	v1.7.1
github.com/goccy/go-json	v0.10.2
github.com/golang-jwt/jwt/v4	v4.4.1
github.com/golang-sql/civil	v0.0.0-20190719163853-cb61b32ac6fe
github.com/golang-sql/sqlexp	v0.1.0
github.com/golang/glog	v1.1.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/mock	v1.1.1
github.com/golang/protobuf	v1.5.3
github.com/google/go-cmp	v0.6.0
github.com/google/go-pkcs11	v0.2.1-0.20230907215043-c6f79328ddf9
github.com/google/s2a-go	v0.1.7
github.com/google/uuid	v1.4.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.2
github.com/googleapis/gax-go/v2	v2.12.0
github.com/googleapis/go-type-adapters	v1.0.0
github.com/jessevdk/go-flags	v1.5.0
github.com/jmespath/go-jmespath	v0.4.0
github.com/kr/pretty	v0.1.0
github.com/kr/text	v0.2.0
github.com/lestrrat-go/backoff/v2	v2.0.8
github.com/lestrrat-go/blackmagic	v1.0.2
github.com/lestrrat-go/httpcc	v1.0.1
github.com/lestrrat-go/iter	v1.0.2
github.com/lestrrat-go/jwx	v1.2.29
github.com/lestrrat-go/option	v1.0.1
github.com/lunixbochs/vtclean	v1.0.0
github.com/mattn/go-sqlite3	v1.14.18
github.com/pkg/errors	v0.9.1
github.com/pmezard/go-difflib	v1.0.0
github.com/prometheus/client_model	v0.0.0-20190812154241-14fe0d1b01d4
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.9.0
github.com/viant/afs	v1.25.1-0.20231110184132-877ed98abca1
github.com/viant/afsc	v1.9.1
github.com/viant/assertly	v0.9.0
github.com/viant/dsc	v0.19.0
github.com/viant/dsunit	v0.11.0
github.com/viant/scy	v0.8.0
github.com/viant/toolbox	v0.34.6-0.20221112031702-3e7cdde7f888
github.com/viant/xreflect	v0.0.0-20230303201326-f50afb0feb0d
github.com/viant/xunsafe	v0.9.2
github.com/yuin/goldmark	v1.4.13
go.opencensus.io	v0.24.0
golang.org/x/crypto	v0.21.0
golang.org/x/exp	v0.0.0-20190121172915-509febef88a4
golang.org/x/lint	v0.0.0-20190313153728-d0100b6bd8b3
golang.org/x/mod	v0.8.0
golang.org/x/net	v0.22.0
golang.org/x/oauth2	v0.15.0
golang.org/x/sync	v0.5.0
golang.org/x/sys	v0.18.0
golang.org/x/term	v0.18.0
golang.org/x/text	v0.14.0
golang.org/x/time	v0.5.0
golang.org/x/tools	v0.6.0
golang.org/x/xerrors	v0.0.0-20200804184101-5ec99f83aff1
google.golang.org/api	v0.153.0
google.golang.org/appengine	v1.6.7
google.golang.org/genproto	v0.0.0-20231106174013-bbf56f31fb17
google.golang.org/genproto/googleapis/api	v0.0.0-20231106174013-bbf56f31fb17
google.golang.org/genproto/googleapis/bytestream	v0.0.0-20231120223509-83a465c0220f
google.golang.org/genproto/googleapis/rpc	v0.0.0-20231120223509-83a465c0220f
google.golang.org/grpc	v1.59.0
google.golang.org/protobuf	v1.33.0
gopkg.in/check.v1	v1.0.0-20180628173108-788fd7840127
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
honnef.co/go/tools	v0.0.0-20190523083050-ea95bdfd59fc
