cel.dev/expr	v0.25.1
cloud.google.com/go	v0.123.0
cloud.google.com/go/auth	v0.20.0
cloud.google.com/go/auth/oauth2adapt	v0.2.8
cloud.google.com/go/compute/metadata	v0.9.0
cloud.google.com/go/iam	v1.7.0
cloud.google.com/go/monitoring	v1.24.3
cloud.google.com/go/storage	v1.62.1
github.com/BurntSushi/toml	v1.4.1-0.20240526193622-a339e1f7089c
github.com/GoogleCloudPlatform/opentelemetry-operations-go/detectors/gcp	v1.31.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/exporter/metric	v0.55.0
github.com/GoogleCloudPlatform/opentelemetry-operations-go/internal/resourcemapping	v0.55.0
github.com/Microsoft/go-winio	v0.6.2
github.com/Microsoft/hcsshim	v0.13.0
github.com/ajg/form	v1.7.1
github.com/cenkalti/backoff	v2.2.1+incompatible
github.com/cespare/xxhash/v2	v2.3.0
github.com/cilium/ebpf	v0.16.0
github.com/cncf/xds/go	v0.0.0-20251210132809-ee656c7534f5
github.com/containerd/cgroups/v3	v3.0.5
github.com/containerd/console	v1.0.4
github.com/containerd/containerd/api	v1.10.0
github.com/containerd/containerd/v2	v2.1.5
github.com/containerd/continuity	v0.4.5
github.com/containerd/errdefs	v1.0.0
github.com/containerd/errdefs/pkg	v0.3.0
github.com/containerd/fifo	v1.1.0
github.com/containerd/go-runc	v1.1.0
github.com/containerd/log	v0.1.0
github.com/containerd/plugin	v1.0.0
github.com/containerd/ttrpc	v1.2.7
github.com/containerd/typeurl/v2	v2.2.3
github.com/coreos/go-systemd/v22	v22.6.0
github.com/creack/pty	v1.1.24
github.com/davecgh/go-spew	v1.1.2-0.20180830191138-d8f796af33cc
github.com/docker/go-units	v0.5.0
github.com/emicklei/go-restful/v3	v3.11.0
github.com/envoyproxy/go-control-plane/envoy	v1.36.0
github.com/envoyproxy/protoc-gen-validate	v1.3.0
github.com/felixge/httpsnoop	v1.0.4
github.com/fxamacker/cbor/v2	v2.7.0
github.com/go-chi/chi/v5	v5.3.0
github.com/go-chi/cors	v1.2.2
github.com/go-chi/render	v1.0.3
github.com/go-gost/relay	v0.6.1
github.com/go-jose/go-jose/v4	v4.1.4
github.com/go-logr/logr	v1.4.3
github.com/go-logr/stdr	v1.2.2
github.com/go-openapi/jsonpointer	v0.21.0
github.com/go-openapi/jsonreference	v0.20.2
github.com/go-openapi/swag	v0.23.0
github.com/godbus/dbus/v5	v5.1.0
github.com/gofrs/flock	v0.8.0
github.com/gogo/protobuf	v1.3.2
github.com/golang/groupcache	v0.0.0-20210331224755-41bb18bfe9da
github.com/golang/protobuf	v1.5.4
github.com/google/btree	v1.1.3
github.com/google/gnostic-models	v0.6.8
github.com/google/go-cmp	v0.7.0
github.com/google/gofuzz	v1.2.0
github.com/google/s2a-go	v0.1.9
github.com/google/shlex	v0.0.0-20191202100458-e7afc7fbc510
github.com/google/subcommands	v1.0.2-0.20190508160503-636abe8753b8
github.com/google/uuid	v1.6.0
github.com/googleapis/enterprise-certificate-proxy	v0.3.14
github.com/googleapis/gax-go/v2	v2.21.0
github.com/gorilla/schema	v1.4.1
github.com/gorilla/websocket	v1.5.3
github.com/josharian/intern	v1.0.0
github.com/json-iterator/go	v1.1.12
github.com/kr/pretty	v0.3.1
github.com/kr/pty	v1.1.1
github.com/kr/text	v0.2.0
github.com/mailru/easyjson	v0.7.7
github.com/mattbaird/jsonpatch	v0.0.0-20171005235357-81af80346b1a
github.com/mdlayher/socket	v0.5.1
github.com/mdlayher/vsock	v1.2.1
github.com/moby/sys/capability	v0.4.0
github.com/moby/sys/mountinfo	v0.7.2
github.com/moby/sys/userns	v0.1.0
github.com/modern-go/concurrent	v0.0.0-20180306012644-bacd9c7ef1dd
github.com/modern-go/reflect2	v1.0.2
github.com/mohae/deepcopy	v0.0.0-20170308212314-bb9b5e7adda9
github.com/munnerz/goautoneg	v0.0.0-20191010083416-a7dc8b61c822
github.com/opencontainers/go-digest	v1.0.0
github.com/opencontainers/image-spec	v1.1.1
github.com/opencontainers/runtime-spec	v1.2.1
github.com/pkg/diff	v0.0.0-20210226163009-20ebb0f2a09e
github.com/pkg/errors	v0.9.1
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/sirupsen/logrus	v1.9.3
github.com/spf13/pflag	v1.0.10
github.com/spiffe/go-spiffe/v2	v2.6.0
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
github.com/vishvananda/netlink	v1.3.1-0.20250303224720-0e7078ed04c8
github.com/vishvananda/netns	v0.0.5
github.com/x448/float16	v0.8.4
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/detectors/gcp	v1.39.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.67.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.67.0
go.opentelemetry.io/otel	v1.43.0
go.opentelemetry.io/otel/metric	v1.43.0
go.opentelemetry.io/otel/sdk	v1.43.0
go.opentelemetry.io/otel/sdk/metric	v1.43.0
go.opentelemetry.io/otel/trace	v1.43.0
go.uber.org/atomic	v1.11.0
go.uber.org/goleak	v1.3.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.28.0
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.53.0
golang.org/x/exp	v0.0.0-20260611194520-c48552f49976
golang.org/x/mod	v0.37.0
golang.org/x/net	v0.56.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.21.0
golang.org/x/sys	v0.46.0
golang.org/x/term	v0.44.0
golang.org/x/text	v0.38.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.46.0
golang.org/x/tools/go/expect	v0.1.1-deprecated
golang.org/x/tools/go/packages/packagestest	v0.1.1-deprecated
golang.zx2c4.com/wintun	v0.0.0-20230126152724-0fa3db229ce2
golang.zx2c4.com/wireguard	v0.0.0-20260522210424-ecfc5a8d5446
google.golang.org/api	v0.274.0
google.golang.org/genproto	v0.0.0-20260319201613-d00831a3d3e7
google.golang.org/genproto/googleapis/api	v0.0.0-20260401024825-9d38bb4040a9
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260401024825-9d38bb4040a9
google.golang.org/grpc	v1.80.0
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/evanphx/json-patch.v4	v4.12.0
gopkg.in/inf.v0	v0.9.1
gopkg.in/yaml.v3	v3.0.1
gvisor.dev/gvisor	v0.0.0-20260701204157-69c2d17aea96
k8s.io/api	v0.32.3
k8s.io/apimachinery	v0.32.3
k8s.io/client-go	v0.32.3
k8s.io/klog/v2	v2.130.1
k8s.io/kube-openapi	v0.0.0-20241105132330-32ad38e42d3f
k8s.io/utils	v0.0.0-20241104100929-3ea5e8cea738
sigs.k8s.io/json	v0.0.0-20241010143419-9aa6b5e7a4b3
sigs.k8s.io/structured-merge-diff/v4	v4.4.2
sigs.k8s.io/yaml	v1.4.0
